CNTYVTD,VTDKEY,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"033003a",1052,49,3,0
"033003b",1053,36,0,0
"0350001",1054,376,55,4
"0350002",1055,374,81,8
"0350003",1056,567,97,7
"0350004",1057,244,28,1
"0350005",1058,719,156,12
"0350006",1059,602,113,16
"0350007",1060,370,59,11
"0350008",1061,1131,220,22
"0350009",1062,462,101,6
"0350010",1063,665,126,10
"0350011",1064,438,68,9
"0370007",1065,1272,622,19
"0370009",1066,858,396,16
"0370010",1067,944,193,14
"0370011",1068,402,54,5
"0370012",1069,1100,171,15
"0370013",1070,19,5,0
"0370014",1071,269,96,0
"0370015",1072,281,33,1
"0370016",1073,613,77,7
"0370017",1074,775,106,7
"0370018",1075,1006,206,12
"0370019",1076,402,27,2
"037001a",1077,67,359,7
"037001b",1078,136,348,4
"0370020",1079,110,58,1
"0370021",1080,125,23,2
"0370022",1081,97,18,0
"0370024",1082,253,46,3
"0370025",1083,573,105,10
"0370027",1084,337,17,5
"0370028",1085,411,24,3
"0370029",1086,169,16,2
"037002a",1087,129,338,3
"037002b",1088,86,93,1
"037002c",1089,71,380,2
"037002d",1090,13,17,0
"0370030",1091,942,284,13
"037003a",1092,467,207,7
"037003b",1093,242,248,13
"037004a",1094,175,218,3
"037004b",1095,397,188,6
"037004c",1096,247,205,3
"037004d",1097,6,7,0
"037005a",1098,49,53,0
"037005b",1099,0,0,0
"037005c",1100,2012,483,33
"037006a",1101,917,279,13
"037006b",1102,1023,239,13
"037008a",1103,144,220,4
"037008b",1104,1227,338,12
"037008c",1105,557,120,4
"037009a",1106,76,24,1
"037011a",1107,840,119,11
"037012a",1108,18,3,0
"037014a",1109,533,194,3
"037016a",1110,36,6,0
"037018a",1111,22,4,1
"037020a",1112,109,56,0
"037022a",1113,68,13,0
"0390001",1114,1450,570,24
"0390002",1115,1593,472,22
"0390003",1116,1731,472,37
"0390004",1117,1343,344,20
"0390005",1118,795,227,5
"0390006",1119,670,93,6
"0390007",1120,482,495,13
"0390008",1121,306,73,4
"0390009",1122,285,147,5
"0390010",1123,453,62,3
"0390011",1124,802,437,19
"0390012",1125,1211,634,35
"0390013",1126,1493,908,35
"0390014",1127,2100,574,35
"0390015",1128,1215,139,14
"0390016",1129,613,220,13
"0390017",1130,557,569,14
"0390018",1131,1887,694,32
"0390019",1132,387,395,16
"0390020",1133,672,136,12
"0390021",1134,652,677,19
"0390022",1135,1865,445,53
"0390023",1136,1533,555,40
"0390024",1137,495,147,11
"0390025",1138,640,172,10
"0390026",1139,1110,814,32
"0390027",1140,887,599,13
"0390028",1141,1326,730,28
"0390029",1142,853,1150,31
"0390030",1143,1522,282,27
"0390031",1144,533,88,9
"0390032",1145,1147,252,16
"0390033",1146,776,302,9
"0390034",1147,2143,584,31
"0390035",1148,799,137,5
"0390036",1149,729,392,16
"0390037",1150,982,529,22
"0390038",1151,303,82,6
"0390039",1152,965,412,27
"0390040",1153,761,359,15
"0390041",1154,570,584,17
"0390042",1155,235,95,3
"0390043",1156,1632,559,36
"0390044",1157,1186,1303,34
"0390045",1158,1434,467,40
"0390046",1159,1790,843,54
"0390047",1160,894,523,27
"0390048",1161,891,428,16
"0390049",1162,811,93,10
"0390050",1163,793,1465,41
"0390051",1164,1661,458,32
"0390052",1165,1239,486,34
"0390053",1166,330,812,19
"0390054",1167,743,982,25
"0390055",1168,1208,429,20
"0390056",1169,1741,637,36
"0390057",1170,482,113,5
"0390058",1171,938,760,24
"0390059",1172,401,768,25
"0390060",1173,1497,1291,50
"0390061",1174,522,189,7
"0390062",1175,970,1180,26
"0390063",1176,599,1506,35
"0390064",1177,15,5,0
"0390065",1178,933,443,19
"0390066",1179,445,805,18
"0390067",1180,470,950,27
"0390068",1181,289,491,14
"0390069",1182,543,984,21
"0390070",1183,421,701,20
"0390071",1184,182,367,9
"0390072",1185,384,737,21
"0390073",1186,270,146,8
"0390074",1187,151,42,4
"0390075",1188,1238,377,26
"0390076",1189,593,147,8
"0390077",1190,1309,493,27
"0390078",1191,497,508,15
"0410001",1192,1030,198,16
"0410002",1193,1296,375,28
"0410003",1194,336,167,5
"0410004",1195,87,491,8
"0410005",1196,878,177,15
"0410006",1197,500,79,6
"0410007",1198,540,84,10
"0410008",1199,408,427,33
"0410009",1200,444,334,18
"0410010",1201,1351,708,53
"0410011",1202,592,600,40
"0410012",1203,1616,869,70
"0410013",1204,698,365,19
"0410014",1205,291,640,11
"0410015",1206,738,293,19
"0410016",1207,115,315,9
"0410017",1208,664,748,45
"0410018",1209,34,186,2
"0410019",1210,61,59,1
"0410020",1211,958,1107,39
"0410021",1212,344,466,24
"0410022",1213,66,93,2
"0410023",1214,32,5,1
"0410024",1215,733,567,34
"0410025",1216,53,326,10
"0410026",1217,1336,471,37
"0410027",1218,1398,245,34
"0410028",1219,218,23,0
"0410029",1220,356,169,5
"0410030",1221,506,522,18
"0410031",1222,912,684,57
"0410032",1223,98,100,3
"0410033",1224,274,409,13
"0410034",1225,445,484,38
"0410035",1226,972,1211,53
"0410036",1227,1059,790,60
"0410037",1228,75,7,2
"0410038",1229,11,97,1
"0410039",1230,597,387,21
"0410040",1231,1468,697,40
"0410041",1232,655,204,12
"0410042",1233,0,0,0
"0410043",1234,4,10,0
"0410044",1235,57,8,1
"0410045",1236,47,16,0
"0410046",1237,103,67,3
"0410047",1238,119,70,4
"0410048",1239,103,27,3
"0410049",1240,50,133,4
"0410050",1241,3,1,0
"0410051",1242,0,0,0
"0410052",1243,10,1,1
"0410053",1244,0,1,0
"0410054",1245,333,55,5
"0410055",1246,675,640,41
"0410056",1247,6,2,0
"0410057",1248,29,68,2
"0410058",1249,218,125,10
"0410059",1250,12,3,0
"0410060",1251,83,9,0
"0410061",1252,31,8,0
"0410062",1253,626,301,17
"0410063",1254,764,253,21
"0410064",1255,1718,558,27
"0410065",1256,76,16,0
"0410066",1257,570,222,14
"0410067",1258,82,40,2
"0410068",1259,0,0,0
"0410069",1260,1198,507,37
"0410070",1261,274,191,12
"0410071",1262,63,13,1
"0410072",1263,8,6,0
"0410073",1264,1247,355,29
"0410074",1265,424,549,23
"0410075",1266,559,617,38
"0410076",1267,1003,650,38
"0410077",1268,110,72,7
"0410078",1269,114,16,2
"0410079",1270,22,20,0
"0410080",1271,1491,538,54
"0410081",1272,32,8,1
"0410082",1273,162,48,2
"0410083",1274,3,0,0
"0410084",1275,1,0,0
"0410085",1276,0,0,0
"0410087",1277,0,0,0
"0410088",1278,1348,452,35
"0410089a",1279,3,0,0
"0410089b",1280,0,0,0
"0410090",1281,0,0,0
"0410091a",1282,1,1,0
"0410091b",1283,2,1,0
"0410092",1284,0,0,0
"0410093",1285,0,0,0
"0410094",1286,0,0,0
"0410095",1287,0,0,0
"0410096",1288,2,0,0
"0410097",1289,0,0,0
"0410098",1290,2,1,0
"0410099",1291,0,0,0
"0410100",1292,674,286,21
"0410101",1293,16,3,0
"0410102",1294,1,0,0
"0410103",1295,353,56,6
"0410105",1296,16,11,0
"0410106",1297,176,96,6
"0410107",1298,155,51,4
"0410108",1299,0,0,0
"0410109",1300,0,0,0
"0430001",1301,687,394,26
"0430002",1302,354,393,22
"0430003",1303,124,117,6
"0430004",1304,511,453,15
"0430005",1305,29,44,5
"0430006",1306,179,202,7
"0430007",1307,15,52,1
"0430008",1308,134,278,14
"0450001",1309,80,9,0
"0450002",1310,146,18,1
"0450003",1311,134,10,3
"0450004",1312,169,16,5
"0450006",1313,27,5,0
"0470001",1314,137,300,7
"0470002",1315,179,290,1
"0470003",1316,95,232,2
"0470004",1317,195,314,1
"047003s",1318,52,62,1
"0490101",1319,1123,165,12
"0490105",1320,854,119,16
"0490109",1321,166,12,0
"0490113",1322,911,121,16
"0490202",1323,465,114,8
"0490204",1324,478,156,6
"0490212",1325,452,41,2
"0490214",1326,368,40,4
"0490215",1327,156,8,1
"0490303",1328,415,82,6
"0490306",1329,923,95,14
"0490307",1330,376,34,6
"0490308",1331,318,18,2
"0490316",1332,141,9,1
"0490318",1333,841,95,14
"0490410",1334,1215,118,11
"0490411",1335,425,123,15
"0490417",1336,1013,108,8
"0510113",1337,387,45,4
"0510114",1338,759,225,12
"0510203",1339,208,47,5
"0510204",1340,275,32,4
"0510207",1341,170,83,2
"0510211",1342,521,101,4
"0510215",1343,182,41,2
"0510301",1344,676,144,7
"0510305",1345,295,55,3
"0510308",1346,224,55,2
"0510309",1347,408,70,5
"0510406",1348,344,217,2
"0510410",1349,805,162,16
"0530001",1350,810,137,17
"0530002",1351,1194,369,22
"0530003",1352,455,153,14
"0530004",1353,1117,338,34
"0530005",1354,525,175,6
"0530006",1355,295,84,10
"0530007",1356,346,75,5
"0530008",1357,615,106,12
"0530009",1358,1359,290,27
"0530010",1359,686,165,17
"0530011",1360,219,23,5
"0530012",1361,787,196,25
"0530013",1362,422,111,19
"0530014",1363,288,44,8
"0530015",1364,353,83,7
"0530016",1365,259,57,4
"0530017",1366,924,167,17
"0530018",1367,491,162,14
"0530019",1368,1894,449,41
"0530020",1369,1458,528,36
"0550100",1370,155,181,7
"0550101",1371,208,184,10
"0550102",1372,278,99,6
"0550103",1373,800,574,35
"0550104",1374,255,108,7
"0550108",1375,168,216,5
"0550111",1376,340,236,7
"0550201",1377,318,143,12
"0550202",1378,433,174,5
"0550203",1379,499,166,8
"0550204",1380,591,144,14
"0550205",1381,162,29,2
"0550206",1382,271,165,5
"0550300",1383,204,198,10
"0550301",1384,214,208,10
"0550302",1385,254,224,5
"0550303",1386,269,167,13
"0550305",1387,154,94,5
"0550306",1388,155,141,9
"0550400",1389,214,133,9
"0550401",1390,132,261,11
"0550402",1391,212,322,8
"0550404",1392,259,246,15
"0550405",1393,178,96,7
"0570001",1394,218,296,11
"0570002",1395,265,111,3
"0570003",1396,227,51,4
"0570004",1397,270,260,9
"0570005",1398,766,211,10
"0570006",1399,104,73,2
"0570007",1400,748,310,21
"0570008",1401,281,43,1
"0570009",1402,344,99,4
"0570010",1403,655,115,11
"0570011",1404,531,58,6
"0590001",1405,479,63,5
"0590002",1406,927,106,11
"0590003",1407,979,116,11
"0590004",1408,812,37,12
"0590005",1409,77,6,0
"0590006",1410,418,58,4
"0590007",1411,242,33,4
"0590008",1412,541,67,7
"0610001",1413,300,283,8
"0610002",1414,180,91,1
"0610003",1415,756,797,19
"0610004",1416,548,513,17
"0610005",1417,462,573,15
"0610006",1418,81,248,3
"0610007",1419,385,426,13
"0610008",1420,50,122,2
"0610009",1421,219,648,16
"0610010",1422,184,487,9
"0610011",1423,197,428,10
"0610012",1424,440,533,16
"0610013",1425,82,140,4
"0610014",1426,273,511,11
"0610015",1427,324,527,20
"0610016",1428,130,124,3
"0610017",1429,437,714,17
"0610018",1430,360,465,14
"0610019",1431,259,369,8
"0610020",1432,291,213,5
"0610021",1433,111,172,2
"0610022",1434,309,478,11
"0610023",1435,50,35,2
"0610024",1436,130,273,1
"0610025",1437,106,169,1
"0610026",1438,418,365,8
"0610027",1439,342,573,7
"0610028",1440,477,353,11
"0610029",1441,561,327,12
"0610030",1442,308,189,5
"0610031",1443,52,66,5
"0610032",1444,583,472,10
"0610033",1445,77,138,1
"0610034",1446,446,253,4
"0610035",1447,373,230,10
"0610036",1448,485,460,15
"0610037",1449,194,453,10
"0610038",1450,180,193,12
"0610039",1451,160,235,3
"0610040",1452,380,499,7
"0610041",1453,489,897,15
"0610042",1454,130,243,4
"0610043",1455,154,220,7
"0610044",1456,1015,620,26
"0610045",1457,161,444,14
"0610046",1458,502,835,16
"0610047",1459,230,385,13
"0610048",1460,393,536,14
"0610049",1461,549,502,8
"0610050",1462,393,368,6
"0610051",1463,152,198,1
"0610052",1464,795,394,28
"0610053",1465,244,662,19
"0610054",1466,724,1097,29
"0610055",1467,625,679,16
"0610056",1468,518,356,12
"0610057",1469,45,62,1
"0610058",1470,502,389,5
"0610059",1471,109,108,4
"0610060",1472,138,226,5
"0610061",1473,373,567,18
"0610062",1474,399,705,21
"0610063",1475,237,493,5
"0610064",1476,82,64,1
"0610065",1477,366,406,7
"0610066",1478,574,465,16
"0610067",1479,1015,574,26
"0610068",1480,185,465,12
"0610069",1481,333,744,18
"0610070",1482,85,241,6
"0610071",1483,293,767,17
"0610072",1484,480,773,25
"0610073",1485,627,1006,27
"0610074",1486,437,875,28
"0610075",1487,270,686,17
"0610076",1488,519,799,25
"0610077",1489,199,577,22
"0610078",1490,683,563,21
"0610079",1491,699,602,11
"0610080",1492,763,537,16
"0610081",1493,402,316,7
"0610082",1494,196,421,14
"0610083",1495,328,348,7
"0610084",1496,569,374,20
"0610085",1497,695,446,16
"0610086",1498,158,304,12
"0610087",1499,498,348,5
"0610088",1500,392,599,18
"0610089",1501,196,185,3
"0610090",1502,97,91,3
"0610091",1503,159,212,2
"0610092",1504,28,42,0
"0610093",1505,50,71,2
"0610094",1506,189,243,6
"0610095",1507,58,79,1
"0610096",1508,842,522,12
"0610097",1509,81,160,4
"0610098",1510,631,996,27
"0610099",1511,60,75,2
"0610100",1512,419,640,18
"0610101",1513,172,244,4
"0631001",1514,690,250,12
"0632002",1515,947,214,12
"0633003",1516,434,356,8
"0634004",1517,745,208,9
"0650101",1518,271,31,4
"0650102",1519,51,0,0
"0650103",1520,209,33,2
"0650201",1521,563,44,16
"0650301",1522,365,33,4
"0650302",1523,177,14,0
"0650401",1524,396,47,9
"0650402",1525,170,5,1
"0670001",1526,1350,319,16
"0670002",1527,181,48,1
"0670004",1528,321,88,3
"0670005",1529,391,79,5
"0670006",1530,255,27,3
"0670007",1531,804,194,5
"0670009",1532,430,138,2
"0670011",1533,250,97,4
"0670012",1534,323,112,1
"0670014",1535,1087,183,10
"0670015",1536,200,23,2
"0670016",1537,225,26,1
"0670017",1538,1280,202,14
"0670018",1539,292,12,1
"0670019",1540,233,19,4
"0670021",1541,141,16,2
"067013t",1542,441,290,2
"067020e",1543,119,17,0
"0690101",1544,119,102,1
"0690105",1545,41,18,0
"0690201",1546,190,101,3
"0690206",1547,69,11,0
"0690301",1548,322,70,10
"0690307",1549,75,8,0
"0690401",1550,79,39,1
"0690408",1551,331,22,3
"0710001",1552,296,52,4
"0710002",1553,273,124,7
"0710003",1554,168,97,6
"0710004",1555,1821,208,33
"0710005",1556,1249,152,21
"0710006",1557,723,173,9
"0710007",1558,958,180,13
"0710008",1559,1753,224,22
"0710009",1560,155,23,6
"0710010",1561,595,77,9
"0710011",1562,960,260,18
"0710012",1563,527,171,6
"0710013",1564,0,0,0
"0710014",1565,341,81,4
"0710015",1566,714,391,18
"0710016",1567,955,119,14
"0710017",1568,364,46,6
"0710018",1569,653,82,7
"0730012",1570,543,119,6
"0730013",1571,569,51,10
"0730014",1572,759,60,2
"0730015",1573,1232,410,15
"0730022",1574,288,78,4
"0730023",1575,541,61,6
"0730024",1576,728,221,11
"0730025",1577,426,78,5
"0730026",1578,398,151,6
"0730027",1579,499,146,5
"0730028",1580,307,27,1
"0730032",1581,400,55,6
"0730033",1582,731,172,8
"0730034",1583,724,76,7
"0730035",1584,474,116,7
"0730036",1585,843,138,10
"0730037",1586,133,77,0
"0730038",1587,85,85,4
"0730042",1588,118,353,5
"0730043",1589,312,193,7
"0730044",1590,709,68,16
"0730045",1591,296,101,1
"0730046",1592,369,60,2
"0730047",1593,121,7,5
"0730048",1594,328,29,4
"0750101",1595,463,71,6
"0750201",1596,409,37,1
"0750301",1597,250,43,3
"0750401",1598,423,53,3
"0770001",1599,461,71,5
"0770006",1600,200,42,2
"0770008",1601,463,55,6
"0770009",1602,180,29,2
"0770010",1603,153,18,2
"0770011",1604,455,33,1
"0770012",1605,169,25,1
"0770013",1606,75,15,1
"0770014",1607,96,12,0
"0770015",1608,140,22,2
"0770017",1609,518,68,7
"0770020",1610,254,10,1
"0770024",1611,172,11,0
"0770026",1612,104,10,0
"0770027",1613,229,22,0
"0770032",1614,138,6,0
"0790101",1615,124,28,3
"0790202",1616,212,39,2
"0790303",1617,36,1,0
"0790306",1618,105,29,2
"0790404",1619,73,25,0
"0810001",1620,300,25,10
"0810002",1621,353,27,2
"0810003",1622,295,33,1
"0810004a",1623,233,32,2
"0810004b",1624,6,1,0
"0830001",1625,716,64,3
"0830002",1626,520,82,8
"0830003",1627,567,74,5
"0830004",1628,761,84,8
"083002e",1629,210,24,4
"0850001",1630,962,740,42
"0850002",1631,1115,977,44
"0850003",1632,185,668,10
"0850004",1633,740,261,18
"0850005",1634,510,213,27
"0850006",1635,460,376,20
"0850007",1636,467,360,25
"0850008",1637,1027,328,22
"0850009",1638,860,533,37
"0850010",1639,355,69,7
"0850011",1640,1706,427,33
"0850012",1641,825,369,23
"0850013",1642,398,96,11
"0850014",1643,759,854,28
"0850015",1644,447,415,20
"0850016",1645,1170,447,26
"0850017",1646,999,547,18
"0850018",1647,374,84,4
"0850019",1648,668,387,24
"0850020",1649,445,111,5
"0850021",1650,1459,1155,66
"0850022",1651,1769,345,29
"0850023",1652,337,834,21
"0850024",1653,442,719,23
"0850025",1654,1182,944,43
"0850026",1655,316,279,8
"0850027",1656,898,606,25
"0850028",1657,1047,808,28
"0850029",1658,695,252,21
"0850030",1659,1768,1055,71
"0850031",1660,935,505,37
"0850032",1661,977,628,37
"0850033",1662,1646,530,40
"0850034",1663,1225,1327,36
"0850035",1664,699,130,12
"0850036",1665,880,400,24
"0850037",1666,951,136,15
"0850038",1667,204,189,7
"0850039",1668,751,855,36
"0850040",1669,1430,684,60
"0850041",1670,1250,409,22
"0850042",1671,675,197,13
"0850043",1672,974,840,39
"0850044",1673,344,328,17
"0850045",1674,1070,551,19
"0850046",1675,603,835,37
"0850047",1676,819,703,52
"0850048",1677,1156,949,52
"0850049",1678,981,513,25
"0850050",1679,470,919,24
"0850051",1680,281,518,31
"0850052",1681,700,1316,32
"0850053",1682,911,559,32
"0850054",1683,711,938,43
"0850055",1684,913,1168,44
"0850056",1685,1112,597,39
"0850057",1686,1450,989,57
"0850058",1687,1028,950,36
"0850059",1688,1410,871,44
"0850060",1689,1108,362,24
"0850061",1690,706,416,13
"0850062",1691,774,714,35
"0850063",1692,900,498,27
"0850064",1693,856,698,43
"0850065",1694,414,305,14
"0850066",1695,691,553,26
"0850067",1696,837,677,42
"0850068",1697,590,515,26
"0850069",1698,1407,1022,44
"0850070",1699,827,431,23
"0850071",1700,655,507,22
"0850072",1701,581,356,22
"0850073",1702,419,554,26
"0850074",1703,620,497,24
"0850075",1704,1053,563,35
"0850076",1705,1305,835,44
"0850077",1706,1002,1019,33
"0850078",1707,908,814,47
"0850079",1708,799,610,30
"0850080",1709,1139,892,52
"0850081",1710,862,840,43
"0850082",1711,830,674,38
"0850083",1712,1434,593,40
"0850084",1713,828,629,23
"0850085",1714,894,900,27
"0850086",1715,1043,729,37
"0850087",1716,982,921,28
"0850088",1717,312,725,27
"0850089",1718,1030,899,30
"0850090",1719,1429,630,36
"0850091",1720,779,598,37
"0850092",1721,905,792,42
"0850093",1722,135,15,0
"0850094",1723,1315,1190,45
"0850095",1724,966,852,39
"0850096",1725,287,293,14
"0850097",1726,754,198,14
"0850098",1727,475,225,10
"0850099",1728,74,66,4
"0850100",1729,8,5,0
"0850101",1730,1200,862,51
"0850102",1731,1244,454,35
"0850103",1732,290,354,14
"0850104",1733,374,770,26
"0850105",1734,17,10,0
"0850106",1735,644,485,24
"0850107",1736,1150,937,50
"0850108",1737,914,823,29
"0850109",1738,1385,835,36
"0850110",1739,989,710,37
"0850111",1740,776,407,15
"0850112",1741,1084,756,33
"0850113",1742,1002,789,31
"0850114",1743,678,169,15
"0850115",1744,1007,877,34
"0850116",1745,1813,1159,32
"0850117",1746,1268,1026,47
"0850118",1747,1681,864,42
"0850119",1748,903,631,30
"0850120",1749,1424,780,36
"0850121",1750,686,985,18
"0850122",1751,2200,835,48
"0850123",1752,783,493,13
"0850124",1753,943,800,28
"0850125",1754,1444,1475,60
"0850126",1755,1521,1054,45
"0850127",1756,1158,930,42
"0850128",1757,1437,382,28
"0850129",1758,1339,911,35
"0850130",1759,1163,1031,45
"0850131",1760,1354,650,35
"0850132",1761,874,831,21
"0850133",1762,724,545,28
"0850134",1763,1350,1264,40
"0850135",1764,1196,1115,44
"0850136",1765,767,496,19
"0850137",1766,786,453,13
"0850138",1767,807,437,26
"0850139",1768,1151,1250,55
"0850140",1769,2002,779,41
"0850141",1770,1152,916,41
"0850142",1771,1003,816,49
"0850143",1772,839,407,16
"0850144",1773,976,669,21
"0850145",1774,471,468,20
"0850146",1775,1382,1187,53
"0850147",1776,535,468,23
"0850148",1777,130,90,5
"0850149",1778,1459,928,49
"0850150",1779,402,231,2
"0850151",1780,470,464,14
"0850152",1781,15,33,0
"0850153",1782,1582,1097,52
"0850154",1783,508,55,6
"0850155",1784,942,551,28
"0850156",1785,1220,812,30
"0850157",1786,1263,1043,37
"0850158",1787,703,737,28
"0850159",1788,987,931,37
"0850160",1789,201,20,3
"0850161",1790,125,63,2
"0850162",1791,150,19,0
"0850163",1792,465,371,16
"0850164",1793,547,244,8
"0850165",1794,406,188,16
"0850166",1795,1296,1008,28
"0850167",1796,1359,1421,44
"0850168",1797,838,299,28
"0850169",1798,923,818,39
"0850170",1799,692,325,30
"0850171",1800,708,492,18
"0850172",1801,1356,657,34
"0850173",1802,298,113,12
"0850174",1803,1281,914,43
"0850175",1804,652,328,21
"0850176",1805,726,944,35
"0850177",1806,594,416,20
"0850178",1807,995,258,20
"0850179",1808,2593,671,42
"0850180",1809,717,565,26
"0850181",1810,570,278,11
"0850182",1811,988,674,26
"0850183",1812,46,8,3
"0850184",1813,791,550,25
"0850185",1814,18,13,2
"0850186",1815,56,5,0
"0850187",1816,250,25,2
"0850188",1817,34,5,1
"0850189",1818,373,46,5
"0850190",1819,38,4,3
"0850191",1820,164,37,1
"0850192",1821,769,179,13
"0850193",1822,396,84,7
"0850194",1823,13,4,0
"0850195",1824,435,83,14
"0850196",1825,641,358,26
"0850197",1826,328,392,14
"0850198",1827,61,16,0
"0850199",1828,692,170,11
"0850200",1829,526,184,7
"0850201",1830,0,0,0
"0850202",1831,0,0,0
"0850203",1832,1363,545,37
"0850204",1833,166,68,2
"0850205",1834,16,1,0
"0850206",1835,647,287,7
"0850207",1836,1349,782,38
"0850208",1837,620,219,13
"0850209",1838,302,193,7
"0850210",1839,458,499,25
"0850211",1840,1042,797,35
"0850212",1841,1079,957,28
"0850213",1842,1001,827,34
"0850214",1843,1770,377,22
"0850215",1844,699,279,16
"0850216",1845,1493,538,22
