CNTYVTD,VTDKEY,BidenD_20G_President,TrumpR_20G_President,JorgensenL_20G_President,HawkinsG_20G_President,Write-InW_20G_President
"2010697",4915,1251,532,18,5,0
"2010698",4916,748,151,7,6,0
"2010699",4917,848,1000,24,4,0
"2010700",4918,278,1488,14,2,0
"2010701",4919,193,161,5,2,1
"2010702",4920,293,59,3,0,0
"2010703",4921,768,1314,37,5,0
"2010704",4922,580,1928,29,6,0
"2010705",4923,434,72,2,2,0
"2010706",4924,1357,753,16,8,0
"2010707",4925,298,323,7,1,0
"2010708",4926,189,112,4,2,0
"2010709",4927,1776,1680,36,12,1
"2010710",4928,1298,953,29,4,0
"2010711",4929,2084,1393,25,10,0
"2010712",4930,1915,1070,39,14,0
"2010713",4931,820,616,10,6,0
"2010714",4932,126,90,3,1,0
"2010715",4933,314,238,4,1,0
"2010716",4934,592,1289,26,11,0
"2010717",4935,1094,231,7,7,0
"2010718",4936,1245,1569,37,6,0
"2010719",4937,454,499,12,3,0
"2010720",4938,719,958,25,7,0
"2010721",4939,1089,1195,28,5,0
"2010722",4940,2459,245,10,15,0
"2010723",4941,1482,458,15,9,0
"2010724",4942,462,520,13,1,0
"2010725",4943,843,538,9,3,0
"2010726",4944,232,1195,13,2,0
"2010727",4945,455,130,5,4,1
"2010728",4946,292,295,13,2,0
"2010729",4947,207,97,7,1,0
"2010730",4948,935,1123,26,3,0
"2010731",4949,1347,870,28,14,1
"2010732",4950,700,777,31,4,0
"2010733",4951,110,53,1,0,0
"2010734",4952,815,1150,17,3,0
"2010735",4953,912,1264,29,7,0
"2010736",4954,973,506,29,2,0
"2010737",4955,9,15,0,0,0
"2010738",4956,267,48,1,1,0
"2010739",4957,763,554,11,8,0
"2010740",4958,63,70,0,0,0
"2010741",4959,947,497,8,4,0
"2010742",4960,522,699,17,2,0
"2010743",4961,74,41,1,1,0
"2010744",4962,768,837,33,8,0
"2010745",4963,897,967,23,13,0
"2010746",4964,282,213,7,3,0
"2010747",4965,1224,876,24,10,0
"2010748",4966,598,407,18,6,0
"2010749",4967,153,51,5,1,0
"2010750",4968,270,257,8,0,0
"2010751",4969,918,1052,27,9,0
"2010752",4970,367,653,12,4,0
"2010753",4971,243,126,6,0,0
"2010754",4972,614,56,11,3,0
"2010755",4973,1125,747,14,5,0
"2010756",4974,812,380,11,9,0
"2010757",4975,1677,382,16,7,0
"2010758",4976,1133,2461,46,10,0
"2010759",4977,839,860,17,10,0
"2010760",4978,597,1462,20,2,0
"2010761",4979,560,904,21,3,0
"2010762",4980,725,601,6,3,0
"2010763",4981,421,280,7,7,0
"2010764",4982,834,927,20,8,0
"2010765",4983,1211,507,15,6,0
"2010766",4984,189,75,4,2,0
"2010767",4985,25,29,0,0,0
"2010768",4986,705,1428,18,5,0
"2010769",4987,97,14,1,0,0
"2010770",4988,139,70,1,0,0
"2010771",4989,563,365,15,6,0
"2010772",4990,1425,2227,39,4,0
"2010773",4991,1276,807,7,5,0
"2010774",4992,278,83,3,2,0
"2010775",4993,1606,1012,44,3,0
"2010776",4994,1095,1095,31,8,0
"2010777",4995,192,101,6,2,0
"2010778",4996,138,129,3,1,0
"2010779",4997,298,139,2,2,1
"2010780",4998,206,121,1,1,0
"2010781",4999,1339,951,25,10,0
"2010782",5000,744,960,24,8,0
"2010783",5001,458,73,4,0,0
"2010784",5002,520,26,2,3,0
"2010785",5003,1221,1080,29,10,0
"2010786",5004,413,253,2,2,0
"2010787",5005,208,97,5,1,0
"2010788",5006,189,96,2,0,0
"2010789",5007,1056,1085,19,10,0
"2010790",5008,1505,825,22,10,0
"2010791",5009,0,0,0,0,0
"2010792",5010,804,327,11,5,0
"2010793",5011,785,806,15,4,1
"2010794",5012,225,38,1,0,0
"2010795",5013,433,249,5,4,0
"2010796",5014,1352,868,19,10,0
"2010797",5015,0,0,0,0,0
"2010798",5016,268,148,8,2,0
"2010799",5017,587,292,11,3,0
"2010800",5018,1336,1536,40,7,0
"2010801",5019,154,78,2,2,0
"2010802",5020,0,0,0,0,0
"2010803",5021,1495,2140,58,12,0
"2010804",5022,2009,1622,28,17,0
"2010805",5023,659,1564,23,2,0
"2010806",5024,940,1317,35,7,0
"2010807",5025,922,216,19,2,0
"2010808",5026,2,2,0,0,0
"2010809",5027,20,33,0,0,0
"2010810",5028,52,25,0,0,0
"2010811",5029,104,46,1,0,0
"2010812",5030,1,0,0,0,0
"2010813",5031,1812,1185,32,13,0
"2010814",5032,1020,348,6,6,0
"2010815",5033,0,0,0,0,0
"2010816",5034,14,10,0,1,0
"2010817",5035,615,1129,19,4,0
"2010818",5036,260,94,3,1,0
"2010819",5037,82,65,1,1,0
"2010820",5038,480,449,8,4,0
"2010821",5039,466,117,3,2,0
"2010822",5040,772,69,6,1,0
"2010823",5041,1084,1128,17,11,0
"2010824",5042,1108,374,11,5,0
"2010825",5043,894,840,18,5,0
"2010826",5044,202,106,6,0,0
"2010827",5045,281,189,4,2,0
"2010828",5046,470,1126,26,4,0
"2010829",5047,34,28,0,1,0
"2010830",5048,62,19,1,1,0
"2010831",5049,9,3,0,0,0
"2010832",5050,149,58,1,1,0
"2010833",5051,3,2,0,0,0
"2010834",5052,146,15,0,1,0
"2010835",5053,126,69,3,0,0
"2010836",5054,160,18,1,1,0
"2010837",5055,50,24,2,0,0
"2010838",5056,0,0,0,0,0
"2010839",5057,539,174,7,4,0
"2010840",5058,806,432,11,7,0
"2010841",5059,1923,611,15,9,0
"2010842",5060,992,649,14,6,0
"2010843",5061,802,214,10,1,0
"2010844",5062,854,1962,40,4,0
"2010845",5063,88,130,0,0,0
"2010846",5064,137,29,1,0,0
"2010847",5065,1288,423,9,8,0
"2010848",5066,939,376,14,3,0
"2010849",5067,929,540,13,4,0
"2010850",5068,108,55,1,0,0
"2010851",5069,1293,1779,37,9,0
"2010852",5070,635,1101,23,4,0
"2010853",5071,723,1360,33,2,0
"2010854",5072,64,16,1,0,0
"2010855",5073,868,579,17,4,0
"2010856",5074,0,0,0,0,0
"2010857",5075,0,0,0,0,0
"2010858",5076,195,9,1,1,0
"2010859",5077,452,161,5,1,0
"2010860",5078,949,915,27,5,0
"2010861",5079,1018,218,4,10,0
"2010862",5080,1455,1690,29,6,0
"2010863",5081,287,30,1,1,0
"2010864",5082,1048,425,12,9,0
"2010865",5083,1206,1110,24,6,0
"2010866",5084,0,0,0,0,0
"2010867",5085,568,169,2,2,0
"2010868",5086,766,364,11,2,0
"2010869",5087,141,36,1,0,0
"2010870",5088,0,0,0,0,0
"2010871",5089,21,4,0,0,0
"2010872",5090,137,228,3,1,2
"2010873",5091,388,170,10,1,0
"2010874",5092,857,1642,17,6,0
"2010875",5093,1543,1284,26,6,1
"2010876",5094,746,1104,23,5,0
"2010877",5095,1095,580,19,10,0
"2010878",5096,403,857,10,2,0
"2010879",5097,1155,903,15,8,0
"2010880",5098,794,1506,24,3,0
"2010881",5099,1363,494,17,5,0
"2010882",5100,1566,862,13,10,0
"2010883",5101,1346,361,15,6,0
"2010884",5102,183,51,1,2,0
"2010885",5103,1225,1256,27,3,0
"2010886",5104,455,258,12,1,0
"2010887",5105,236,133,10,1,0
"2010888",5106,1139,482,10,7,0
"2010889",5107,115,26,3,1,0
"2010890",5108,867,481,26,3,0
"2010891",5109,703,334,13,2,0
"2010892",5110,782,223,16,1,0
"2010893",5111,618,681,13,2,0
"2010894",5112,1334,234,8,6,0
"2010895",5113,514,198,17,4,0
"2010896",5114,1018,388,16,2,0
"2010897",5115,869,679,18,1,0
"2010898",5116,927,506,27,8,0
"2010899",5117,522,557,12,1,0
"2010900",5118,4,5,1,0,0
"2010901",5119,1306,1315,34,7,0
"2010902",5120,1521,1082,34,6,0
"2010903",5121,654,1475,28,1,0
"2010904",5122,0,0,0,0,0
"2010905",5123,315,267,2,2,0
"2010906",5124,1308,1304,25,7,0
"2010907",5125,110,14,0,1,0
"2010908",5126,0,0,0,0,0
"2010909",5127,620,1350,20,3,0
"2010910",5128,69,49,1,0,0
"2010911",5129,142,212,5,2,0
"2010912",5130,535,544,7,5,0
"2010913",5131,143,45,0,2,0
"2010914",5132,43,24,1,0,0
"2010915",5133,700,1467,30,3,0
"2010916",5134,891,2109,45,4,0
"2010917",5135,0,0,0,0,0
"2010918",5136,4,1,0,0,0
"2010919",5137,1552,920,18,6,0
"2010920",5138,64,149,3,0,0
"2010921",5139,61,145,2,1,0
"2010922",5140,0,0,0,0,0
"2010923",5141,1163,2228,40,10,0
"2010924",5142,0,0,0,0,0
"2010925",5143,0,0,0,0,0
"2010926",5144,830,1235,32,3,0
"2010927",5145,1836,1238,54,7,0
"2010928",5146,23,21,0,0,0
"2010929",5147,0,0,0,0,0
"2010930",5148,271,57,2,1,0
"2010931",5149,59,39,2,0,0
"2010932",5150,0,0,0,0,0
"2010933",5151,428,129,8,1,0
"2010934",5152,32,11,1,1,0
"2010935",5153,1082,581,14,8,0
"2010936",5154,40,16,0,0,0
"2010937",5155,1318,634,30,3,0
"2010938",5156,102,30,1,2,0
"2010939",5157,0,0,0,0,0
"2010940",5158,13,0,0,0,0
"2010941",5159,406,305,17,3,0
"2010942",5160,107,50,1,1,0
"2010943",5161,213,115,0,4,0
"2010944",5162,36,17,1,1,0
"2010945",5163,30,14,0,0,0
"2010946",5164,242,230,7,0,0
"2010947",5165,424,242,13,3,0
"2010948",5166,168,328,6,1,0
"2010949",5167,689,171,3,1,0
"2010950",5168,0,0,0,0,0
"2010951",5169,165,65,1,3,0
"2010952",5170,204,166,5,3,0
"2010953",5171,153,225,4,1,0
"2010954",5172,453,115,4,4,0
"2010955",5173,803,1234,23,2,0
"2010956",5174,1077,278,8,6,0
"2010957",5175,343,61,2,2,0
"2010958",5176,850,216,6,2,0
"2010959",5177,0,0,0,0,0
"2010960",5178,1059,260,10,4,0
"2010961",5179,813,235,7,3,0
"2010962",5180,59,7,2,1,0
"2010963",5181,331,227,3,0,0
"2010964",5182,954,880,24,3,0
"2010965",5183,65,128,0,0,0
"2010966",5184,512,187,7,1,0
"2010967",5185,1003,254,8,7,0
"2010968",5186,1477,338,19,3,0
"2010969",5187,405,8,5,3,0
"2010970",5188,346,47,3,3,0
"2010971",5189,233,113,2,1,0
"2010972",5190,791,1558,29,4,0
"2010973",5191,419,456,16,3,0
"2010974",5192,737,370,12,8,0
"2010975",5193,85,60,2,0,0
"2010976",5194,202,200,6,0,0
"2010977",5195,468,308,3,5,0
"2010978",5196,63,74,1,0,0
"2010979",5197,0,0,0,0,0
"2010980",5198,409,695,8,2,0
"2010981",5199,18,13,0,0,0
"2010982",5200,752,1685,41,3,0
"2010983",5201,1387,1487,31,5,0
"2010984",5202,104,15,0,0,0
"2010985",5203,141,101,4,0,0
"2010986",5204,254,68,1,1,0
"2010987",5205,618,82,3,0,0
"2010988",5206,496,1477,22,3,0
"2010989",5207,1,0,0,0,0
"2010990",5208,16,23,0,0,0
"2010991",5209,1156,1073,27,5,0
"2010992",5210,386,315,7,5,0
"2010993",5211,0,0,0,0,0
"2010994",5212,1403,245,8,6,0
"2010995",5213,1249,146,8,3,0
"2010996",5214,276,261,7,0,0
"2010997",5215,766,116,10,3,0
"2010998",5216,5,0,0,0,0
"2010999",5217,0,0,0,0,0
"2011000",5218,179,46,1,0,0
"2011001",5219,694,264,6,2,0
"2011002",5220,414,124,4,2,0
"2011003",5221,106,26,1,0,0
"2011004",5222,336,237,15,1,0
"2011005",5223,0,0,0,0,0
"2011006",5224,872,125,10,4,0
"2011007",5225,1007,320,12,5,0
"2011008",5226,220,763,6,4,0
"2011009",5227,110,71,1,0,0
"2011010",5228,615,180,8,2,0
"2011011",5229,16,10,0,0,0
"2011012",5230,720,409,5,5,0
"2011013",5231,0,0,0,0,0
"2011014",5232,0,0,0,0,0
"2011015",5233,0,0,0,0,0
"2011016",5234,919,1792,27,5,0
"2011017",5235,156,46,3,1,0
"2011018",5236,0,0,0,0,0
"2011019",5237,154,26,1,2,0
"2011020",5238,648,312,9,1,0
"2011021",5239,412,302,6,2,0
"2011022",5240,655,1168,24,7,0
"2011023",5241,300,204,3,3,0
"2011024",5242,77,202,3,1,0
"2011025",5243,349,263,6,2,0
"2011026",5244,642,436,11,5,0
"2011027",5245,126,270,3,1,0
"2011028",5246,1450,1058,27,8,0
"2011029",5247,969,1020,22,6,0
"2011030",5248,115,63,1,1,0
"2011031",5249,406,946,12,3,0
"2011032",5250,107,81,4,1,0
"2011033",5251,246,184,8,2,0
"2011034",5252,592,442,12,3,0
"2011035",5253,28,23,0,0,0
"2011036",5254,16,14,1,0,0
"2011037",5255,1011,720,8,3,0
"2011038",5256,913,1029,19,4,0
"2011039",5257,0,0,0,0,0
"2011040",5258,581,222,9,4,0
"2011041",5259,425,206,5,2,0
"2011042",5260,907,473,10,3,0
"2011043",5261,669,927,20,3,1
"2011044",5262,85,73,2,1,0
"2011045",5263,276,232,5,2,0
"2011046",5264,437,383,10,4,0
"2011047",5265,402,440,9,6,0
"2011048",5266,195,280,9,3,0
"2011049",5267,198,98,3,3,0
"2011050",5268,578,47,0,2,0
"2011051",5269,0,0,0,0,0
"2011052",5270,0,0,0,0,0
"2011053",5271,521,234,10,4,0
"2011054",5272,925,1145,38,8,0
"2011055",5273,1151,1349,19,5,0
"2011056",5274,1110,1283,21,5,0
"2011057",5275,2,4,0,0,0
"2011058",5276,104,90,2,1,0
"2011059",5277,633,582,10,6,0
"2011060",5278,1338,249,14,10,0
"2011061",5279,1053,191,8,6,0
"2011062",5280,530,1174,15,2,0
"2011063",5281,950,695,8,5,0
"2011064",5282,1060,1042,16,12,0
"2011065",5283,740,1366,20,2,1
"2011066",5284,5,1,0,0,0
"2011067",5285,805,381,9,4,0
"2011068",5286,1200,655,11,2,0
"2011069",5287,0,0,0,0,0
"2011070",5288,76,41,0,0,0
"2011071",5289,1299,749,19,5,0
"2011072",5290,633,423,10,4,0
"2011073",5291,0,0,0,0,0
"2011074",5292,431,255,8,4,0
"2011075",5293,0,0,0,0,0
"2011076",5294,1382,717,21,12,0
"2011077",5295,1406,596,12,8,1
"2011078",5296,799,803,19,3,0
"2011079",5297,1035,426,11,6,0
"2011080",5298,384,378,9,4,0
"2011081",5299,114,31,1,0,0
"2011082",5300,0,0,0,0,0
"2011083",5301,0,0,0,0,0
"2011084",5302,154,201,7,1,0
"2011085",5303,231,1529,18,2,0
"2011086",5304,1088,2334,46,4,0
"2011087",5305,1193,557,20,8,0
"2011088",5306,252,231,7,2,0
"2011089",5307,2,1,0,0,0
"2011090",5308,180,182,4,1,0
"2011091",5309,790,810,15,3,0
"2011092",5310,376,301,8,2,0
"2011093",5311,379,1165,15,5,0
"2011094",5312,0,0,0,0,0
"2011095",5313,677,1211,24,4,0
"2011096",5314,596,1386,27,8,0
"2011097",5315,554,326,10,6,0
"2011098",5316,978,192,5,4,0
"2011099",5317,2,1,0,0,0
"2011100",5318,248,196,3,0,0
"2011101",5319,543,689,15,1,0
"2011102",5320,954,1273,33,6,0
"2011103",5321,649,416,14,6,0
"2011104",5322,719,1021,16,4,0
"2011105",5323,79,20,1,0,0
"2011106",5324,433,110,4,2,0
"2011107",5325,62,45,0,0,0
"2011108",5326,73,88,1,1,0
"2011109",5327,24,33,1,0,0
"2011110",5328,650,873,20,2,0
"2011111",5329,727,838,22,8,0
"2011112",5330,723,840,16,0,0
"2011113",5331,1085,729,18,8,0
"2011114",5332,1270,285,13,6,0
"2011115",5333,201,204,2,1,0
"2011116",5334,658,547,7,4,1
"2011117",5335,977,1087,17,2,0
"2011118",5336,1210,512,18,10,0
"2011119",5337,3,0,0,0,0
"2011120",5338,769,679,18,6,0
"2011121",5339,140,24,1,1,0
"2011122",5340,636,113,11,4,0
"2011123",5341,604,488,8,6,0
"2011124",5342,0,0,0,0,0
"2011125",5343,0,0,0,0,0
"2011126",5344,942,320,7,5,0
"2011127",5345,594,200,5,4,0
"2011128",5346,887,1607,30,4,1
"2011129",5347,0,0,0,0,0
"2011130",5348,261,171,3,1,0
"2011131",5349,92,172,4,1,0
"2011132",5350,0,0,0,0,0
"2011133",5351,31,22,0,0,0
"2011134",5352,894,1337,26,4,0
"2011135",5353,1459,772,24,10,0
"2011136",5354,1511,552,23,9,0
"2011137",5355,1144,414,18,5,0
"2011138",5356,667,362,6,4,0
"2011139",5357,1464,390,16,7,0
"2011140",5358,107,45,2,1,0
"2011141",5359,0,0,0,0,0
"2011142",5360,48,255,3,0,0
"2011143",5361,0,0,0,0,0
"2011144",5362,396,821,17,3,0
"2011145",5363,978,1517,29,1,0
"2011146",5364,768,1186,25,3,0
"2011147",5365,38,9,0,0,0
"2011148",5366,490,170,4,3,0
"2011149",5367,1303,1182,26,5,0
"2011150",5368,0,0,0,0,0
"2011151",5369,778,1733,40,1,0
"2011152",5370,37,156,1,0,0
"2011153",5371,0,0,0,0,0
"2011154",5372,0,0,0,0,0
"2011155",5373,2,0,0,0,0
"2011156",5374,0,0,0,0,0
"2011157",5375,0,0,0,0,0
"2011158",5376,0,0,0,0,0
"2011159",5377,0,0,0,0,0
"2011160",5378,0,0,0,0,0
"2011161",5379,0,0,0,0,0
"2011162",5380,0,0,0,0,0
"2011163",5381,0,0,0,0,0
"2011164",5382,0,0,0,0,0
"2011165",5383,0,0,0,0,0
"2030001",5384,511,953,17,3,0
"2030002",5385,700,379,4,4,2
"2030003",5386,895,96,6,2,0
"2030004",5387,307,476,4,0,0
"2030005",5388,135,551,5,1,0
"2030006",5389,190,959,10,1,2
"2030007",5390,170,459,7,1,0
"2030008",5391,523,1282,28,1,0
"2030009",5392,221,833,7,3,0
"2030010",5393,191,601,4,2,0
"2030011",5394,134,213,2,0,0
"2030012",5395,281,1657,25,0,0
"2030013",5396,234,1548,15,2,1
"2030014",5397,208,775,12,1,1
"2030015",5398,79,750,5,1,0
"2030016",5399,63,385,6,0,0
"2030017",5400,486,578,8,2,0
"2030018",5401,323,984,12,1,0
"2030019",5402,400,1743,27,3,0
"2030020",5403,362,1351,15,4,0
"2030021",5404,147,378,7,0,0
"2030022",5405,612,386,8,6,0
"2030023",5406,30,411,6,0,0
"2030024",5407,152,531,5,2,0
"2030025",5408,294,1714,23,1,1
"2030026",5409,252,1462,26,1,0
"2050101",5410,20,207,1,0,0
"2050102",5411,18,254,3,0,0
"2050201",5412,14,189,3,0,0
"2050202",5413,49,509,2,0,0
"2050301",5414,64,471,5,1,0
"2050401",5415,30,238,0,0,0
"2070001",5416,28,259,1,0,0
"2070002",5417,79,371,2,2,0
"2070003",5418,70,303,3,0,0
"2070004",5419,38,143,2,3,0
"2070005",5420,53,174,5,1,0
"2070006",5421,28,196,1,0,0
"2070007",5422,5,64,0,0,0
"2070008",5423,21,72,0,0,0
"2070009",5424,17,162,1,0,0
"2070010",5425,14,96,0,0,0
"2090100",5426,0,0,0,0,0
"2090101",5427,0,0,0,0,0
"2090102",5428,0,0,0,0,0
"2090103",5429,0,0,0,0,0
"2090110",5430,900,657,24,4,2
"2090112",5431,1073,370,22,15,0
"2090113",5432,1122,366,19,11,0
"2090114",5433,778,325,18,2,1
"2090115",5434,977,368,27,9,0
"2090120",5435,548,340,21,2,0
"2090121",5436,1124,195,22,9,0
"2090122",5437,540,120,19,4,2
"2090125",5438,449,257,9,4,1
"2090128",5439,181,122,3,2,0
"2090132",5440,383,140,16,5,1
"2090134",5441,593,384,16,5,0
"2090136",5442,804,443,17,10,0
"2090140",5443,1347,356,24,9,1
"2090141",5444,365,157,10,3,0
"2090142",5445,1303,380,22,11,0
"2090145",5446,474,130,8,6,0
"2090200",5447,0,0,0,0,0
"2090203",5448,1349,730,41,14,1
"2090204",5449,400,304,5,4,0
"2090205",5450,1255,909,48,2,2
"2090206",5451,1004,683,30,9,0
"2090216",5452,77,66,3,1,0
"2090217",5453,11,5,0,0,0
"2090218",5454,5,4,0,0,0
"2090219",5455,222,188,5,1,0
"2090220",5456,1211,983,60,14,1
"2090221",5457,1119,695,29,5,0
"2090223",5458,1033,655,36,11,0
"2090225",5459,35,51,1,0,0
"2090227",5460,1144,712,23,6,0
"2090228",5461,893,532,18,2,0
"2090231",5462,1395,721,44,10,0
"2090252",5463,949,555,26,10,0
"2090253",5464,1113,624,33,8,0
"2090254",5465,920,545,20,2,0
"2090314",5466,612,852,21,2,2
"2090315",5467,666,925,21,2,0
"2090316",5468,989,606,24,12,1
"2090317",5469,236,62,6,6,0
"2090319",5470,657,589,21,5,0
"2090320",5471,742,992,16,5,0
"2090325",5472,190,284,6,1,1
"2090330",5473,142,50,2,1,0
"2090331",5474,391,138,12,3,0
"2090332",5475,1421,615,36,14,2
"2090333",5476,880,1166,18,7,0
"2090335",5477,1192,1591,45,5,0
"2090336",5478,1098,691,35,11,0
"2090337",5479,1010,1609,41,6,1
"2090338",5480,864,1050,20,4,0
"2090339",5481,359,661,12,4,0
"2090340",5482,887,447,25,10,1
"2090342a",5483,444,517,15,5,0
"2090342b",5484,14,22,0,0,0
"2090344",5485,1000,1502,34,6,0
"2090347",5486,849,724,32,8,0
"2090351",5487,757,210,12,11,0
"2090371",5488,909,781,30,3,2
"2090372",5489,53,32,1,0,0
"2090400",5490,0,0,0,0,0
"2090422",5491,729,493,34,5,0
"2090423a",5492,784,495,21,8,0
"2090423b",5493,0,0,0,0,0
"2090423c",5494,0,0,0,0,0
"2090424",5495,979,969,32,9,4
"2090425",5496,267,400,7,1,0
"2090426",5497,1115,1076,39,5,1
"2090430",5498,527,559,14,2,0
"2090432",5499,675,954,26,5,0
"2090435",5500,1438,1398,56,8,1
"2090436",5501,554,737,21,1,0
"2090438",5502,287,154,4,1,1
"2090440",5503,168,255,5,1,1
"2090441",5504,742,1084,33,2,0
"2090442",5505,1350,1132,35,7,1
"2090443",5506,1035,1072,29,4,1
"2090444",5507,1041,1333,27,3,1
"2090445",5508,865,932,31,1,0
"2090446",5509,939,986,40,6,0
"2090448",5510,665,928,24,4,0
"2090449",5511,673,985,20,1,1
"2090450a",5512,408,605,11,1,1
"2090450b",5513,175,261,4,0,1
"2090451",5514,650,684,18,2,2
"2110101",5515,50,293,7,1,0
"2110201",5516,49,286,5,0,0
"2110202",5517,0,25,0,0,0
"2110301",5518,53,403,6,0,0
"2110302",5519,1,29,1,0,0
"2110303",5520,12,71,0,0,0
"2110401",5521,24,291,5,1,0
"2110402",5522,17,88,1,1,0
"2130001",5523,97,481,8,2,2
"2130002",5524,39,157,5,1,1
"2130003",5525,498,276,5,6,0
"2130004",5526,284,871,9,2,3
"213001a",5527,198,1107,8,2,1
"213001m",5528,411,1104,7,5,2
"213001t",5529,269,1076,6,3,3
"213002e",5530,223,1192,15,0,1
"213002m",5531,111,450,5,1,1
"213003b",5532,243,1682,24,5,3
"213003c",5533,281,1305,7,2,1
"213003m",5534,153,893,7,3,1
"213003n",5535,130,702,5,1,2
"213004a",5536,193,333,10,1,4
"213004b",5537,317,951,13,3,8
"213004w",5538,137,558,3,1,1
"21301cr",5539,204,1204,13,2,2
"21301mn",5540,189,732,8,1,0
"21301tc",5541,325,1461,10,6,1
"21303cs",5542,230,1117,8,1,1
"21303nw",5543,76,409,3,2,2
"21303ws",5544,132,739,5,3,3
"21304lp",5545,353,1482,10,2,1
"21304ms",5546,235,507,6,1,2
"21304se",5547,430,1874,15,6,2
"2132gbn",5548,324,1330,10,1,2
"2132gbs",5549,264,1342,11,4,1
"2132psn",5550,276,1137,14,2,4
"2132pss",5551,300,1416,11,5,2
"2134nlp",5552,138,1023,3,1,1
"2150001",5553,256,120,2,1,0
"2150002",5554,579,496,3,5,0
"2150003",5555,371,198,3,2,0
"2150004",5556,1090,607,8,10,0
"2150005",5557,587,400,3,8,0
"2150006",5558,712,626,7,9,0
"2150007",5559,1025,814,13,2,0
"2150008",5560,568,557,4,5,0
"2150009",5561,1134,852,10,7,0
"2150010",5562,788,479,10,5,0
"2150011",5563,738,487,5,2,1
"2150012",5564,88,71,2,1,0
"2150013",5565,1513,1001,23,11,0
"2150014",5566,445,251,4,5,0
"2150015",5567,217,158,2,1,0
"2150016",5568,1039,422,8,7,0
"2150017",5569,533,371,6,1,0
"2150018",5570,82,84,1,1,0
"2150019",5571,50,70,1,1,0
"2150020",5572,1150,941,15,20,0
"2150021",5573,147,92,1,1,0
"2150022",5574,239,121,2,2,1
"2150023",5575,698,353,10,7,0
"2150024",5576,23,56,0,0,0
"2150025",5577,890,576,4,6,0
"2150026",5578,326,130,4,2,0
"2150027",5579,316,134,4,3,0
"2150028",5580,832,601,12,6,1
"2150029",5581,309,350,7,1,0
"2150030",5582,1447,873,10,12,0
"2150031",5583,587,446,7,2,0
"2150032",5584,844,480,13,8,1
"2150033",5585,622,249,5,5,0
"2150034",5586,319,188,3,1,0
"2150035",5587,1155,581,15,18,0
"2150036",5588,1162,607,4,16,0
"2150037",5589,324,199,3,2,1
"2150038",5590,1175,965,8,4,0
"2150039",5591,682,364,9,8,0
"2150040",5592,767,419,6,8,0
"2150041",5593,1029,592,10,9,0
"2150042",5594,1028,760,6,5,0
"2150043",5595,566,392,8,4,0
"2150044",5596,574,312,7,0,0
"2150045",5597,508,412,7,6,0
"2150046",5598,117,85,0,2,0
"2150047",5599,512,309,2,2,0
"2150048",5600,1037,640,6,9,0
"2150049",5601,885,502,6,4,0
"2150050",5602,725,743,7,8,0
"2150051",5603,734,616,10,6,0
"2150052",5604,1298,1028,10,8,0
"2150053",5605,946,643,9,4,0
"2150054",5606,595,532,3,1,0
"2150055",5607,844,463,2,8,1
"2150056",5608,924,473,7,8,0
"2150057",5609,270,158,2,3,0
"2150058",5610,1110,767,7,4,0
"2150059",5611,764,488,6,8,0
"2150060",5612,1058,722,13,1,0
"2150061",5613,674,400,12,7,0
"2150062",5614,889,842,11,1,1
"2150063",5615,224,141,2,0,0
"2150064",5616,714,479,9,6,0
"2150065",5617,841,585,6,4,0
"2150066",5618,457,208,3,1,0
"2150067",5619,847,532,9,6,0
"2150068",5620,994,802,11,6,0
"2150069",5621,993,827,2,1,0
"2150070",5622,535,355,3,2,0
"2150071",5623,56,33,0,0,0
"2150072",5624,500,298,3,2,0
"2150073",5625,983,981,7,5,1
"2150074",5626,329,279,4,2,0
"2150075",5627,18,32,0,0,0
"2150076",5628,3,13,0,0,0
"2150077",5629,630,430,3,15,0
"2150078",5630,666,505,3,5,0
"2150079",5631,485,245,4,6,1
"2150080",5632,310,248,5,1,0
"2150081",5633,785,568,6,5,0
"2150082",5634,1,4,0,0,0
"2150083",5635,1317,1333,12,5,0
"2150084",5636,853,639,9,5,0
"2150085",5637,1175,693,11,6,0
"2150086",5638,215,176,3,0,0
"2150087",5639,348,210,2,0,0
"2150088",5640,762,458,9,4,0
"2150089",5641,5,1,0,0,0
"2150090",5642,1703,758,6,7,0
"2150091",5643,289,236,6,7,0
"2150092",5644,88,60,2,2,0
"2150093",5645,58,65,2,1,0
"2150094",5646,677,459,7,5,1
"2150095",5647,1250,712,7,6,0
"2150096",5648,990,826,17,5,0
"2150097",5649,806,476,8,7,2
"2150098",5650,1242,784,7,13,1
"2150099",5651,877,653,13,4,0
"2150100",5652,835,762,10,8,0
"2150101",5653,209,292,2,2,0
"2150102",5654,320,409,2,1,0
"2150103",5655,992,902,12,8,1
"2150104",5656,834,612,8,1,0
"2150105",5657,1185,825,10,9,0
"2150106",5658,996,753,16,2,0
"2150107",5659,865,486,10,5,0
"2150108",5660,782,334,7,3,0
"2150109",5661,1091,534,9,9,0
"2150110",5662,404,202,7,1,1
"2150111",5663,799,623,7,11,0
"2150112",5664,593,250,7,7,0
"2150113",5665,1361,1017,13,11,0
"2150114",5666,1243,1154,14,4,0
"2150115",5667,930,512,8,9,0
"2150116",5668,690,442,6,3,0
"2150117",5669,903,619,10,7,0
"2150118",5670,712,531,6,6,0
"2150119",5671,479,222,5,1,0
"2150120",5672,757,436,5,9,3
