CNTYVTD,VTDKEY,CruzR_12G_U.S. Sen,SadlerD_12G_U.S. Sen,MyersL_12G_U.S. Sen,CollinsG_12G_U.S. Sen
"3650020",7331,138,25,3,2
"3650022",7332,100,140,3,0
"3650026",7333,76,51,0,1
"3650027",7334,495,458,7,2
"3650028",7335,929,359,15,4
"3650029",7336,153,31,4,1
"3670100",7337,1560,417,21,20
"3670105",7338,765,162,19,12
"3670110",7339,588,184,19,9
"3670111",7340,377,97,8,4
"3670115",7341,751,242,28,10
"3670120",7342,812,165,14,6
"3670125",7343,926,175,27,6
"3670130",7344,1100,269,21,12
"3670135",7345,621,116,15,6
"3670140",7346,428,73,13,4
"3670200",7347,644,195,19,12
"3670205",7348,679,233,20,10
"3670210",7349,784,121,25,7
"3670215",7350,1414,273,30,8
"3670220",7351,357,56,2,3
"3670225",7352,592,110,8,4
"3670230",7353,595,141,12,9
"3670235",7354,470,69,9,4
"3670240",7355,408,89,8,5
"3670245",7356,566,114,19,7
"3670250",7357,673,134,20,11
"3670255",7358,827,178,24,7
"3670260",7359,1479,297,31,6
"3670265",7360,615,141,20,14
"3670300",7361,716,200,19,11
"3670305",7362,763,240,17,7
"3670310",7363,509,205,24,2
"3670315",7364,1735,408,35,7
"3670320",7365,852,190,28,6
"3670325",7366,865,140,14,6
"3670330",7367,501,137,20,9
"3670335",7368,1438,204,21,10
"3670340",7369,358,55,5,1
"3670345",7370,835,151,19,3
"3670350",7371,1141,215,24,10
"3670400",7372,1491,331,45,16
"3670410",7373,830,186,27,3
"3670415",7374,970,212,28,7
"3670420",7375,1035,134,29,4
"3670430",7376,920,165,24,9
"3670435",7377,1312,236,21,7
"3670440",7378,1703,253,31,14
"3670445",7379,842,142,14,8
"3670450",7380,1280,262,26,12
"3690101",7381,607,145,11,1
"3690201",7382,232,141,6,2
"3690202",7383,185,9,0,0
"3690301",7384,619,129,12,5
"3690303",7385,26,3,0,0
"3690401",7386,174,23,1,1
"3690402",7387,121,48,3,4
"3710001",7388,676,332,17,9
"3710002",7389,558,421,16,11
"3710003",7390,122,25,4,0
"3710004",7391,361,68,4,6
"3710005",7392,36,2,0,1
"3710006",7393,34,28,2,0
"3710007",7394,384,333,12,2
"3710009",7395,109,32,6,3
"3710010",7396,192,158,10,3
"3730001",7397,138,47,5,1
"3730002",7398,184,57,0,1
"3730003",7399,489,193,13,8
"3730004",7400,1002,300,24,8
"3730005",7401,299,82,6,2
"3730006",7402,1389,406,40,19
"3730007",7403,271,102,8,2
"3730008",7404,390,227,14,7
"3730009",7405,286,112,8,7
"3730010",7406,729,493,20,11
"3730011",7407,135,73,3,1
"3730012",7408,36,84,3,1
"3730013",7409,180,35,9,4
"3730014",7410,664,207,20,5
"3730015",7411,897,205,18,8
"3730016",7412,884,242,17,6
"3730017",7413,482,124,13,3
"3730018",7414,280,266,8,10
"3730019",7415,1625,614,26,18
"3730020",7416,1874,698,42,21
"3730021",7417,781,246,16,12
"3730022",7418,243,92,3,3
"3750121",7419,955,206,20,8
"3750122",7420,1045,276,40,7
"3750123",7421,1428,432,60,19
"3750124",7422,1198,221,27,9
"3750125",7423,1340,430,43,21
"3750126",7424,951,337,46,18
"3750221",7425,365,208,10,3
"3750222",7426,340,191,12,4
"3750223",7427,311,279,16,9
"3750224",7428,723,367,26,10
"3750225",7429,345,229,13,8
"3750321",7430,1039,146,22,9
"3750322",7431,102,22,2,3
"3750323",7432,1921,338,40,26
"3750324",7433,2152,396,36,8
"3750325",7434,1209,304,31,19
"3750326",7435,1119,272,33,16
"3750327",7436,511,105,14,8
"3750421",7437,209,254,6,5
"3750422",7438,459,825,31,13
"3750424",7439,258,370,6,5
"3750425",7440,295,315,9,3
"3750426",7441,173,110,3,4
"3750427",7442,109,91,5,3
"3770001",7443,66,82,7,6
"3770002",7444,48,72,1,3
"3770003",7445,6,10,0,0
"3770004",7446,98,168,8,4
"3770005",7447,105,182,10,4
"3770006",7448,5,8,1,1
"3770007",7449,150,273,11,10
"3790101",7450,451,130,7,2
"3790102",7451,306,99,7,3
"3790203",7452,577,104,13,2
"3790204",7453,264,69,6,1
"3790305",7454,350,93,9,4
"3790306",7455,396,182,10,8
"3790407",7456,344,74,11,7
"3790408",7457,349,89,12,8
"3810103",7458,425,88,12,7
"3810110",7459,1109,181,27,8
"3810111",7460,1614,513,59,19
"3810112",7461,1253,395,55,28
"3810114",7462,1261,325,42,21
"3810123",7463,132,26,2,1
"3810131",7464,1225,187,32,6
"3810204",7465,1231,157,24,6
"3810208",7466,338,37,3,2
"3810216",7467,583,79,13,5
"3810222",7468,2574,419,63,11
"3810227",7469,1742,244,28,10
"3810228",7470,2918,475,50,10
"3810230",7471,2845,431,50,15
"3810301",7472,617,111,17,5
"3810302",7473,1120,233,46,20
"3810305",7474,1418,241,28,6
"3810306",7475,1077,162,24,9
"3810307",7476,500,69,7,2
"3810309",7477,1633,252,39,27
"3810315",7478,215,31,4,2
"3810317",7479,92,11,2,1
"3810324",7480,2678,399,42,18
"3810325",7481,752,88,16,4
"3810332",7482,847,96,18,5
"3810415",7483,1100,199,28,7
"3810418",7484,1912,379,43,24
"3810420",7485,1874,368,37,12
"3810421",7486,1620,330,55,17
"3810426",7487,2009,269,36,9
"3810429",7488,2101,461,66,22
"3830001",7489,69,31,1,2
"3830002",7490,245,29,3,1
"3830003a",7491,182,42,3,5
"3830003b",7492,22,0,0,0
"3830004",7493,148,17,4,1
"3850001",7494,295,62,10,3
"3850002",7495,325,72,4,5
"3850003",7496,244,80,11,7
"3850004",7497,65,18,1,1
"3850005",7498,230,46,4,1
"3870004",7499,396,281,17,7
"3870005",7500,655,171,13,6
"3870011a",7501,227,76,2,2
"3870011b",7502,0,0,0,0
"3870017",7503,164,78,6,1
"3870027",7504,259,58,4,0
"3870029",7505,149,107,3,4
"38702-1a",7506,52,33,1,1
"38702-1b",7507,23,17,1,1
"38702-4",7508,136,105,6,3
"38703-1a",7509,247,315,5,2
"38703-1b",7510,15,21,1,0
"38703-4",7511,197,173,6,2
"38713-1",7512,169,64,3,3
"38713-4",7513,172,80,13,4
"38719-1",7514,89,38,0,0
"38719-4",7515,119,68,1,2
"3890002",7516,188,245,4,8
"3890003",7517,195,169,11,5
"3890004",7518,1,0,0,0
"3890005",7519,86,100,7,2
"3890006",7520,32,29,3,2
"3890007",7521,275,321,7,3
"3890008",7522,76,89,1,2
"3890010",7523,217,265,8,4
"3890011",7524,71,221,7,3
"3910001",7525,102,111,1,3
"3910002",7526,370,130,5,6
"3910003",7527,239,87,7,6
"3910004",7528,105,189,1,0
"391001a",7529,104,160,2,5
"391002a",7530,90,22,1,0
"391002b",7531,123,60,4,2
"391003a",7532,274,118,8,1
"391004a",7533,91,98,3,2
"391004b",7534,56,40,2,1
"3930001",7535,108,7,2,1
"3930002",7536,104,8,1,0
"3930003",7537,100,8,1,0
"39304-1",7538,71,3,4,1
"39304-2",7539,69,6,2,0
"3950001",7540,368,502,16,2
"3950002",7541,389,361,17,6
"3950003",7542,303,76,5,2
"3950004",7543,324,78,6,3
"3950005",7544,615,337,13,9
"3950006",7545,604,218,11,6
"3950008",7546,135,32,0,0
"3950011",7547,500,182,15,8
"3950013",7548,92,18,1,0
"3950016",7549,126,32,1,1
"3950019",7550,299,61,11,2
"3950022",7551,176,729,11,6
"3950023",7552,146,264,4,1
"3970001",7553,1907,538,54,17
"3970002",7554,2184,653,65,20
"3970003",7555,331,109,14,5
"3970004a",7556,449,115,15,5
"3970004b",7557,0,0,0,0
"397001a",7558,1215,505,49,18
"397001ba",7559,1499,360,36,14
"397001bb",7560,0,0,0,0
"397001c",7561,2318,554,73,25
"397001d",7562,373,152,12,6
"397001e",7563,702,165,17,9
"397002a",7564,1647,509,45,17
"397002b",7565,828,322,26,7
"397002c",7566,677,151,19,4
"397002d",7567,1076,533,34,13
"397002e",7568,1210,552,36,13
"397002f",7569,265,181,7,3
"397003aa",7570,891,201,20,9
"397003ab",7571,19,4,1,0
"397003ba",7572,1364,403,35,17
"397003bb",7573,7,2,0,0
"397003c",7574,1455,263,28,8
"397003d",7575,1167,254,28,9
"397003e",7576,1129,253,27,6
"397004a",7577,832,279,30,11
"397004b",7578,1264,474,36,13
"397004c",7579,445,167,12,5
"397004d",7580,297,98,9,2
"397004e",7581,504,166,12,5
"397004f",7582,124,43,2,0
"3990001",7583,612,129,8,6
"3990003",7584,677,155,16,8
"3990004",7585,184,47,8,1
"3990005",7586,79,12,0,0
"3990006",7587,60,13,1,0
"3990007",7588,488,82,8,2
"3990008",7589,293,51,3,2
"3990009",7590,318,67,15,5
"3990010",7591,224,21,2,0
"4010111",7592,330,204,3,2
"4010112",7593,853,281,12,3
"4010113",7594,1315,409,20,8
"4010114",7595,624,245,5,6
"4010201",7596,407,236,7,5
"4010212",7597,328,218,6,0
"4010213",7598,870,291,14,1
"4010214",7599,1040,472,12,2
"4010215",7600,818,443,14,3
"4010302",7601,224,403,3,6
"4010303",7602,327,574,5,2
"4010314a",7603,377,204,4,2
"4010314b",7604,32,18,0,0
"4010315",7605,347,151,7,2
"4010316",7606,193,76,4,0
"4010317",7607,171,204,1,5
"4010318",7608,452,244,6,6
"4010319",7609,89,156,2,3
"4010404",7610,705,425,3,3
"4010405",7611,448,345,10,3
"4010416",7612,342,203,4,2
"4010417",7613,476,291,6,1
"4010418",7614,780,433,8,9
"4030001",7615,956,208,17,9
"4030002",7616,717,168,7,7
"4030003",7617,165,118,7,2
"4030004",7618,93,23,1,1
"4030005",7619,488,104,11,12
"4030006",7620,801,193,26,11
"4030007",7621,33,65,1,1
"4030008",7622,156,38,1,3
"4050001",7623,449,334,15,6
"4050002",7624,107,123,1,3
"4050003",7625,83,50,2,3
"4050004",7626,176,72,8,2
"4050005",7627,197,63,6,1
"4050006",7628,142,27,4,1
"4050007",7629,149,62,3,7
"4050008",7630,328,78,8,3
"4050009",7631,388,107,9,4
"4050010",7632,166,54,3,2
"4050011",7633,11,286,4,1
"4070001",7634,1152,516,27,17
"4070002",7635,1144,526,26,16
"4070003",7636,296,153,11,6
"4070004",7637,360,44,10,4
"4070005",7638,799,194,17,7
"4070006",7639,879,278,13,5
"4070007",7640,768,412,22,10
"4070008",7641,402,172,7,10
"4070009",7642,263,94,6,5
"4070010",7643,259,57,6,3
"4070011",7644,223,151,7,1
"4090101",7645,145,106,6,1
"4090102",7646,560,570,19,10
"4090103",7647,168,51,2,0
"4090104",7648,351,265,6,5
"4090105",7649,194,629,13,6
"4090106",7650,154,135,10,6
"4090107",7651,77,37,0,0
"4090108",7652,1309,470,41,10
"4090109",7653,905,408,29,14
"4090110",7654,477,349,14,13
"4090111",7655,51,19,2,0
"4090112",7656,201,428,6,5
"4090113",7657,613,507,17,10
"4090114",7658,645,235,21,8
"4090115",7659,1423,624,48,16
"4090116",7660,1348,327,28,15
"4090117",7661,162,103,5,0
"4090118",7662,534,814,22,13
"4090119",7663,547,204,17,5
"4090120",7664,271,92,8,5
"4090121",7665,724,341,16,10
"4090122",7666,12,2,0,0
"4090123",7667,37,17,0,0
"4090124",7668,633,831,24,8
"4090125",7669,11,12,1,0
"4110001",7670,477,76,7,2
"411002a",7671,312,47,5,2
"411002b",7672,160,27,3,2
"411003a",7673,204,58,7,1
"411003b",7674,179,59,4,0
"411004a",7675,434,51,5,1
"411004b",7676,67,8,1,1
"4130001",7677,200,51,4,3
"4130002",7678,171,63,6,2
"4130003",7679,132,46,3,1
"4130004",7680,245,57,3,1
"4150005",7681,56,13,2,0
"4150006",7682,188,17,2,2
"4150007",7683,1038,182,23,10
"4150008",7684,453,68,11,8
"4150009",7685,257,29,7,1
"4150010",7686,490,66,11,2
"4150011",7687,78,21,2,3
"4150012",7688,611,172,12,11
"4150013",7689,191,65,7,3
"4150014",7690,61,19,3,0
"4150015",7691,458,199,14,9
"4170101a",7692,97,15,2,2
"4170101b",7693,201,30,0,0
"4170202",7694,287,27,5,2
"4170303",7695,130,19,4,0
"4170307",7696,146,12,2,2
"4170404",7697,20,1,0,0
"4170405",7698,128,26,2,2
"4170406a",7699,151,22,0,0
"4170406b",7700,2,0,0,0
"4190002",7701,379,98,7,3
"4190003",7702,147,21,4,1
"4190004",7703,315,147,6,1
"4190005",7704,902,288,15,7
"4190006",7705,245,73,2,1
"4190007",7706,298,187,7,3
"4190008",7707,363,263,13,6
"419001n",7708,631,201,13,3
"419001s",7709,744,300,15,7
"419001w",7710,164,62,2,2
"419009n",7711,461,210,5,4
"419009s",7712,435,144,6,5
"41901se",7713,316,576,9,4
"41901sw",7714,627,163,6,4
"4210101",7715,48,4,1,1
"4210102",7716,118,26,1,0
"4210201",7717,109,24,0,1
"4210202",7718,74,3,0,2
"4210301",7719,104,11,3,0
"4210302",7720,134,16,3,1
"4210401",7721,268,33,8,3
"4230001",7722,86,109,5,1
"4230002",7723,60,227,3,1
"4230003",7724,1326,311,33,3
"4230004",7725,438,368,11,7
"4230005",7726,1708,332,26,14
"4230006",7727,461,109,4,8
"4230007",7728,724,259,12,3
"4230008",7729,554,232,9,4
"4230009",7730,53,81,1,1
"4230010",7731,581,863,16,4
"4230011",7732,103,700,11,3
"4230012",7733,96,755,3,3
"4230013",7734,19,870,3,2
"4230014",7735,460,287,6,6
"4230015",7736,1914,233,15,7
"4230016",7737,70,624,6,3
"4230017",7738,630,113,10,5
"4230018",7739,28,691,5,5
"4230019",7740,1682,322,22,11
"4230020",7741,88,109,2,1
"4230021",7742,877,225,15,5
"4230022",7743,70,66,2,0
"4230023",7744,1216,375,30,9
"4230024",7745,893,222,23,8
"4230025",7746,1223,256,17,7
"4230026",7747,1215,288,11,5
"4230027",7748,742,252,22,10
"4230028",7749,1658,324,29,13
"4230029",7750,809,315,13,7
"4230030",7751,2235,347,30,10
"4230031",7752,1500,214,14,11
"4230032",7753,456,111,10,2
"4230033",7754,539,101,7,3
"4230034",7755,150,527,3,3
"4230035",7756,474,752,11,3
"4230036",7757,308,1132,13,9
"4230037",7758,419,82,3,2
"4230038",7759,1027,352,22,3
"4230039",7760,47,104,4,0
"4230040",7761,1814,333,23,8
"4230041",7762,1509,286,15,6
"4230042",7763,1909,420,40,18
"4230043",7764,598,231,19,6
"4230044",7765,1279,732,18,14
"4230045",7766,1014,142,20,9
"4230046",7767,365,191,9,4
"4230047",7768,148,105,3,0
"4230048",7769,184,183,5,2
"4230049",7770,518,104,9,5
"4230050",7771,1262,312,16,7
"4230051",7772,986,435,27,5
"4230052",7773,909,205,2,3
"4230053",7774,90,139,1,1
"4230054",7775,1474,425,24,8
"4230055",7776,740,336,21,2
"4230056",7777,1801,434,28,5
"4230057",7778,232,34,3,2
"4230058",7779,1682,411,36,4
"4230059",7780,1859,398,34,3
"4230060",7781,132,129,3,2
"4230061",7782,742,501,22,8
"4230066",7783,198,161,3,1
"4230071",7784,1790,364,28,7
"4230073",7785,182,143,3,0
"4230074",7786,42,15,1,0
"4230075",7787,2148,321,31,8
"4230076",7788,102,222,5,1
"4230077",7789,255,127,1,3
"4230079",7790,1696,391,37,13
"4230081",7791,40,70,4,2
"4230082",7792,11,8,0,0
"4230085",7793,554,89,7,2
"4250001",7794,676,170,18,8
"4250002",7795,724,154,18,6
"4250003",7796,606,152,17,7
"4250004",7797,687,176,21,7
"4270001",7798,175,657,13,11
"4270002",7799,213,914,11,12
"4270003",7800,82,481,3,1
"4270004",7801,170,172,7,4
"4270005",7802,19,38,0,1
"4270006",7803,157,1119,8,9
"4270007",7804,43,284,2,2
"4270008",7805,187,1212,17,10
"4270009",7806,91,541,7,10
"4270010",7807,129,540,8,6
"4270011",7808,151,1101,5,7
"4270012",7809,188,696,12,9
"4270013",7810,189,728,13,17
"4270014",7811,92,592,5,8
"4290001",7812,567,116,16,6
"4290002",7813,705,159,23,7
"4290003",7814,550,114,11,4
"4290004",7815,717,163,30,14
"4290005",7816,60,12,2,0
"4310001a",7817,98,10,1,0
"4310001b",7818,31,4,0,0
"4310002a",7819,56,8,1,0
"4310002b",7820,0,0,0,0
"4310002c",7821,3,1,0,0
"4310002d",7822,5,0,0,0
"4310002e",7823,4,1,0,1
"4310003",7824,117,17,1,1
"4310004",7825,85,8,2,0
"4330001",7826,103,38,3,0
"4330002",7827,103,56,2,2
"4330003",7828,96,51,3,3
"4330004",7829,107,68,7,1
"4350101",7830,168,108,5,1
"4350201",7831,340,62,1,3
"4350301",7832,373,66,4,1
"4350401",7833,200,93,0,1
"4370001",7834,211,88,3,2
"4370002",7835,358,146,9,4
"4370003",7836,307,123,9,3
"4370004",7837,121,90,4,3
"4370006",7838,128,59,5,3
"4370007",7839,253,48,8,4
"4370009",7840,18,17,0,1
"4370011",7841,143,54,1,0
"4391001",7842,459,295,21,2
"4391004",7843,786,576,18,9
"4391005",7844,10,351,3,2
"4391008",7845,7,160,0,0
"4391009",7846,473,266,24,5
"4391010",7847,26,159,2,1
"4391011",7848,45,300,3,7
"4391012",7849,493,768,20,9
"4391013",7850,168,1262,9,6
"4391014",7851,182,137,6,7
"4391015",7852,274,283,18,7
"4391019",7853,60,212,4,1
"4391021",7854,1275,537,38,12
"4391022",7855,488,253,12,11
"4391023",7856,749,470,25,14
"4391024",7857,989,452,23,3
"4391025",7858,406,715,12,7
"4391034",7859,1332,375,28,11
"4391056",7860,39,300,5,2
"4391059",7861,16,281,0,3
"4391061",7862,15,120,0,5
"4391062",7863,10,13,0,0
"4391064",7864,20,18,0,0
"4391066",7865,141,252,5,4
"4391071",7866,453,675,26,8
"4391074",7867,39,250,2,1
"4391075",7868,71,256,3,0
"4391076",7869,349,319,12,5
"4391078",7870,20,423,2,2
"4391079",7871,34,607,2,0
"4391080",7872,27,658,2,3
"4391081",7873,498,271,21,10
"4391082",7874,118,128,4,5
"4391083",7875,60,335,5,2
"4391084",7876,0,0,0,0
"4391085",7877,223,162,1,1
"4391088",7878,110,392,9,2
"4391089",7879,17,793,2,3
"4391090",7880,20,823,3,2
"4391094",7881,280,418,23,15
"4391095",7882,377,201,11,0
"4391098",7883,40,759,6,5
"4391099",7884,121,274,5,10
"4391103",7885,644,269,12,7
"4391104",7886,104,1381,10,3
"4391105",7887,686,444,13,7
"4391106",7888,19,1327,3,5
"4391108",7889,581,412,33,14
"4391109",7890,88,207,8,9
"4391111",7891,865,218,23,7
"4391117",7892,679,489,25,10
"4391119",7893,885,1218,29,11
"4391120",7894,30,1552,3,1
"4391126",7895,373,750,22,5
"4391127",7896,28,890,6,3
"4391132",7897,36,862,2,2
"4391133",7898,577,468,33,16
"4391142",7899,409,339,17,6
"4391146",7900,562,814,28,7
"4391149",7901,242,1094,9,5
"4391150",7902,266,674,13,4
"4391151",7903,315,370,15,6
"4391153",7904,64,972,5,0
"4391154",7905,35,325,8,2
"4391165",7906,68,69,3,1
"4391167",7907,513,360,27,6
"4391170",7908,603,940,23,11
"4391175",7909,284,290,12,7
"4391184",7910,138,149,6,5
"4391186",7911,277,134,2,1
"4391188",7912,7,339,1,1
"4391189",7913,766,611,31,10
"4391197",7914,1135,849,61,19
"4391198",7915,91,92,2,2
"4391199",7916,180,97,4,2
"4391206",7917,1164,496,42,17
"4391207",7918,781,667,30,9
"4391208",7919,717,270,22,5
"4391211",7920,43,1207,6,5
"4391227",7921,183,432,7,6
"4391236",7922,162,175,7,6
"4391237",7923,125,185,5,3
"4391238",7924,706,1035,27,17
"4391241",7925,44,85,4,2
"4391244",7926,89,22,0,1
"4391251",7927,282,996,13,8
"4391255",7928,700,1127,27,18
"4391257",7929,377,544,12,5
"4391264",7930,759,375,20,12
"4391265",7931,581,754,15,8
"4391270",7932,173,157,10,3
"4391271",7933,1207,405,35,10
"4391273",7934,473,479,18,14
"4391277",7935,485,385,23,9
"4391278",7936,230,977,21,7
"4391279",7937,401,897,10,8
"4391291",7938,41,1299,5,0
"4391292",7939,202,628,9,2
"4391293",7940,126,614,6,2
"4391294",7941,886,441,35,14
"4391295",7942,138,307,4,6
"4391296",7943,1228,567,23,5
"4391297",7944,25,1622,4,4
"4391298",7945,606,485,38,14
"4391300",7946,475,778,16,12
"4391301",7947,107,1030,7,2
"4391311",7948,261,936,12,14
"4391337",7949,1095,359,34,9
"4391339",7950,1094,583,37,8
"4391345",7951,72,61,2,0
"4391346",7952,12,618,3,0
"4391347",7953,1293,994,35,9
"4391348",7954,320,84,7,0
"4391351",7955,0,0,0,0
"4391352",7956,272,118,7,0
"4391366",7957,2,3,0,0
"4391376",7958,5,4,1,0
"4391377",7959,1295,1041,54,20
"4391378",7960,611,1383,19,9
"4391380",7961,448,470,24,7
"4391382",7962,343,769,23,8
"4391388",7963,586,897,36,8
"4391394",7964,0,0,0,0
"4391404",7965,274,551,21,14
"4391407",7966,15,25,0,0
"4391408",7967,26,43,1,1
"4391412",7968,0,0,0,0
"4391414",7969,5,18,1,0
"4391415",7970,144,553,11,6
"4391416",7971,48,37,1,0
"4391418",7972,0,0,0,0
"4391420",7973,0,0,0,0
"4391423",7974,1403,366,20,4
"4391424",7975,10,7,0,0
"4391427",7976,7,3,0,0
"4391430",7977,3,1,0,0
"4391431",7978,783,235,17,8
"4391434",7979,0,0,0,0
"4391436",7980,177,171,6,3
"4391437",7981,226,137,6,2
"4391439",7982,12,27,0,0
"4391440",7983,270,896,9,7
"4391441",7984,69,351,7,2
"4391444",7985,9,33,1,0
"4391445",7986,7,15,2,0
"4391455",7987,0,0,0,0
"4391457",7988,0,0,0,0
"4391459",7989,378,831,14,8
"4391460",7990,277,1031,17,10
"4391463",7991,182,503,18,3
"4391472",7992,0,0,0,0
"4391473",7993,19,21,1,1
"4391476",7994,21,35,0,0
"4391477",7995,70,466,6,5
"4391479",7996,25,57,2,1
"4391481",7997,50,121,1,3
"4391482",7998,50,234,4,3
"4391489",7999,307,607,15,2
"4391490",8000,150,261,9,6
"4391491",8001,0,0,0,0
"4391501",8002,139,130,8,4
"4391504",8003,926,238,15,9
"4391514",8004,0,0,0,0
"4391515",8005,10,9,1,0
"4391518",8006,105,343,3,4
"4391543",8007,99,362,5,4
"4391544",8008,0,4,0,1
"4391547",8009,0,1,0,0
"4391549",8010,0,0,0,0
"4391550",8011,3,26,0,0
"4391555",8012,0,2,0,0
"4391559",8013,40,70,2,0
"4391564",8014,0,0,0,0
"4391576",8015,3,85,1,0
"4391577",8016,69,468,3,7
"4391578",8017,140,440,6,4
"4391586",8018,1,5,1,0
"4391589",8019,0,0,0,0
"4391594",8020,0,0,0,0
"4391597",8021,45,143,2,0
"4391603",8022,0,0,0,0
"4391605",8023,0,0,0,0
"4391607",8024,0,0,0,0
"4391608",8025,243,286,18,3
"4391610",8026,15,10,1,0
"4391611",8027,6,6,1,0
"4391617",8028,4,15,1,0
"4391619",8029,2,9,0,0
"4391621",8030,19,49,0,0
"4391622",8031,11,11,0,0
"4391623",8032,0,0,0,0
"4391625",8033,0,0,0,0
"4391627",8034,136,42,6,1
"4391631",8035,66,85,2,1
"4391633",8036,10,9,0,0
"4391639",8037,109,356,2,2
"4391641",8038,679,739,22,10
"4391642",8039,362,739,16,3
"4391651",8040,0,0,0,0
"4391652",8041,4,96,0,0
"4391672",8042,0,0,0,0
"4391674",8043,0,0,0,0
"4391676",8044,54,82,1,0
"4391677",8045,1,5,0,0
"4391678",8046,0,7,0,0
"4391679",8047,0,0,0,0
"4391684",8048,95,100,6,0
"4391701",8049,387,288,15,2
"4391704",8050,585,196,18,6
"4391710",8051,579,365,21,9
"4391714",8052,501,1198,16,16
"4391715",8053,321,253,10,2
"4391717",8054,590,288,17,4
"4391718",8055,230,316,10,5
"4391719",8056,1217,454,37,13
"4391722",8057,128,95,6,1
"4391723",8058,95,107,3,1
"4391734",8059,302,969,8,5
"4391738",8060,4,7,0,0
"4391739",8061,10,28,1,0
"4391740",8062,0,0,0,0
"4391747",8063,0,0,0,0
"4391749",8064,0,0,0,0
"4391752",8065,0,0,0,0
"4391753",8066,0,0,0,0
"4391801",8067,0,0,0,0
"4391821",8068,0,0,0,0
"4392002",8069,0,0,0,0
"4392003",8070,418,235,14,6
"4392007",8071,1082,426,22,12
"4392026",8072,753,433,29,15
"4392027",8073,122,176,4,4
"4392028",8074,585,239,16,5
"4392029",8075,885,395,27,11
"4392030",8076,537,1273,27,12
"4392031",8077,377,780,10,3
"4392033",8078,675,359,29,8
"4392052",8079,526,611,54,17
"4392055",8080,837,478,27,13
"4392058",8081,4,3,0,0
"4392100",8082,159,134,12,4
"4392112",8083,1010,320,24,6
"4392134",8084,102,256,10,4
"4392143",8085,209,185,15,8
"4392145",8086,288,438,11,6
"4392147",8087,455,248,22,12
"4392148",8088,344,679,21,18
"4392158",8089,900,521,30,10
"4392161",8090,335,509,53,14
"4392168",8091,288,271,17,7
"4392169",8092,156,317,13,6
"4392171",8093,1156,576,50,24
"4392173",8094,540,182,12,4
"4392174",8095,975,605,40,9
"4392180",8096,137,590,5,0
"4392181",8097,1059,612,54,21
"4392190",8098,79,82,7,1
"4392205",8099,1084,468,34,16
"4392210",8100,184,228,9,6
"4392217",8101,689,866,54,15
"4392219",8102,1025,613,36,10
"4392220",8103,1162,539,41,18
"4392221",8104,552,411,14,4
"4392223",8105,1025,294,28,8
"4392224",8106,464,601,25,15
"4392225",8107,164,500,10,5
"4392226",8108,351,565,13,7
"4392228",8109,1152,481,32,7
"4392229",8110,786,542,38,20
"4392235",8111,546,784,28,19
"4392246",8112,576,254,19,5
"4392258",8113,254,89,8,2
"4392262",8114,400,129,11,2
"4392263",8115,385,508,23,10
"4392266",8116,1306,616,46,19
"4392267",8117,429,651,33,12
"4392268",8118,297,390,14,4
"4392269",8119,137,119,10,1
"4392274",8120,2,1,0,0
"4392275",8121,241,282,15,5
"4392280",8122,588,356,20,10
"4392281",8123,546,348,17,7
"4392299",8124,263,537,17,6
"4392302",8125,201,669,12,4
"4392303",8126,964,436,25,8
"4392304",8127,1060,454,27,17
"4392305",8128,696,446,21,6
"4392306",8129,955,377,22,3
"4392307",8130,1442,750,36,12
"4392308",8131,878,485,26,11
"4392309",8132,315,345,17,7
"4392310",8133,680,426,28,8
"4392313",8134,1081,485,26,7
"4392314",8135,1473,632,62,9
"4392315",8136,386,539,21,6
"4392316",8137,553,486,26,6
"4392317",8138,576,276,21,3
"4392318",8139,782,355,18,11
"4392319",8140,1033,487,36,16
"4392320",8141,347,670,11,9
"4392341",8142,77,138,4,2
"4392349",8143,403,534,8,11
"4392353",8144,290,380,14,9
"4392354",8145,350,506,20,8
"4392355",8146,565,306,26,7
"4392356",8147,1025,762,32,16
"4392357",8148,1246,516,30,9
"4392358",8149,1127,475,37,16
"4392360",8150,1459,487,40,12
"4392379",8151,620,1118,38,9
"4392381",8152,168,344,11,4
"4392383",8153,538,711,30,15
"4392393",8154,102,113,8,3
"4392401",8155,128,83,3,0
"4392402",8156,8,2,0,0
"4392403",8157,6,14,0,1
"4392405",8158,810,1487,34,8
"4392411",8159,48,149,2,1
"4392413",8160,98,177,6,0
"4392419",8161,0,0,0,0
"4392425",8162,906,793,30,12
"4392426",8163,1108,451,19,6
"4392428",8164,99,134,4,3
"4392435",8165,781,445,12,4
"4392438",8166,530,864,29,8
"4392442",8167,0,1,0,0
"4392448",8168,614,1019,34,14
"4392449",8169,352,500,18,7
"4392450",8170,462,827,18,11
"4392451",8171,21,71,4,1
"4392453",8172,290,453,9,4
"4392461",8173,268,862,20,6
"4392462",8174,349,565,22,4
"4392464",8175,192,100,2,2
"4392466",8176,242,447,10,3
"4392467",8177,595,826,29,14
"4392468",8178,941,545,30,14
"4392474",8179,161,55,8,3
"4392484",8180,600,1254,30,11
"4392488",8181,470,776,16,6
"4392505",8182,719,298,18,6
"4392506",8183,1754,967,61,32
"4392513",8184,0,0,0,0
"4392519",8185,286,330,12,7
"4392520",8186,690,475,26,12
"4392521",8187,496,273,21,14
