CNTYVTD,VTDKEY,AbbottR_22G_Governor,BarriosG_22G_Governor,O'RourkeD_22G_Governor,TippettsL_22G_Governor,Write-InW_22G_Governor
"0293187",793,0,0,0,0,0
"0293188",794,0,0,0,0,0
"0293189",795,261,0,406,6,0
"0293190",796,70,2,116,0,0
"0293191",797,91,1,59,2,0
"0293192",798,0,0,0,0,0
"0293193",799,58,1,62,2,0
"0293194",800,1640,6,1046,23,3
"0293195",801,191,5,590,6,0
"0293196",802,5,0,1,0,0
"0293197",803,0,0,0,0,0
"0293198",804,188,1,228,4,3
"0293199",805,1052,9,789,13,1
"0293200",806,0,0,0,0,0
"0293201",807,1647,7,916,30,0
"0293202",808,402,2,366,7,0
"0293203",809,159,1,120,2,0
"0293204",810,0,0,0,0,0
"0293205",811,0,0,0,0,0
"0294001",812,330,2,913,9,1
"0294002",813,63,2,225,1,0
"0294003",814,72,2,393,2,0
"0294004",815,76,1,235,4,0
"0294005",816,103,3,556,5,0
"0294006",817,47,3,209,3,0
"0294007",818,169,0,216,2,2
"0294008",819,136,0,216,5,0
"0294009",820,56,5,209,3,0
"0294010",821,94,5,566,3,1
"0294011",822,40,7,265,3,0
"0294012",823,46,1,217,1,0
"0294013",824,101,2,232,1,1
"0294014",825,40,2,112,3,0
"0294015",826,150,3,528,4,2
"0294016",827,229,7,698,7,0
"0294017",828,184,2,764,13,1
"0294018",829,128,3,494,3,1
"0294019",830,282,13,602,7,0
"0294020",831,119,0,262,0,0
"0294021",832,171,4,255,4,1
"0294022",833,28,0,30,0,0
"0294023",834,392,6,633,10,1
"0294024",835,347,12,694,10,2
"0294025",836,139,1,305,6,0
"0294026",837,304,7,812,9,0
"0294027",838,204,4,482,10,0
"0294028",839,241,12,791,6,0
"0294029",840,128,12,595,8,0
"0294030",841,14,2,92,0,0
"0294031",842,154,2,454,7,0
"0294032",843,226,6,434,7,0
"0294033",844,455,8,881,11,0
"0294034",845,226,6,479,4,1
"0294035",846,8,0,16,0,0
"0294036",847,179,5,782,10,0
"0294037",848,59,7,384,3,0
"0294038",849,439,12,946,18,1
"0294039",850,36,4,342,4,0
"0294040",851,62,2,328,5,1
"0294041",852,107,4,590,6,1
"0294042",853,35,1,51,2,0
"0294043",854,472,6,748,15,1
"0294044",855,195,4,325,7,0
"0294045",856,411,6,614,12,0
"0294046",857,664,3,745,13,1
"0294047",858,325,4,625,9,0
"0294048",859,147,7,531,2,0
"0294049",860,298,4,598,2,1
"0294050",861,444,4,401,17,0
"0294051",862,574,2,491,10,1
"0294052",863,515,5,535,13,0
"0294053",864,383,1,529,9,3
"0294054",865,811,8,917,20,2
"0294055",866,378,3,357,6,3
"0294056",867,734,10,681,14,1
"0294057",868,633,0,434,13,0
"0294058",869,550,2,337,13,0
"0294059",870,436,5,530,10,0
"0294060",871,359,3,435,18,1
"0294061",872,231,4,478,6,0
"0294062",873,97,3,173,3,0
"0294063",874,109,1,198,5,1
"0294064",875,503,9,501,9,1
"0294065",876,193,2,484,6,0
"0294066",877,491,8,861,12,0
"0294067",878,325,5,403,10,2
"0294068",879,181,1,279,0,0
"0294069",880,368,6,214,6,0
"0294070",881,389,4,918,13,2
"0294071",882,821,3,141,14,0
"0294072",883,1259,9,508,15,2
"0294073",884,377,3,371,4,1
"0294074",885,537,10,397,8,0
"0294075",886,48,3,193,3,0
"0294076",887,439,12,818,16,1
"0294077",888,570,6,963,14,1
"0294078",889,561,2,164,7,0
"0294079",890,414,3,341,6,0
"0294080",891,307,6,513,6,0
"0294081",892,80,0,79,3,0
"0294082",893,108,5,408,5,1
"0294083",894,125,0,178,3,0
"0294084",895,97,2,286,4,0
"0294085",896,24,0,1,1,0
"0294086",897,154,1,79,0,0
"0294087",898,525,6,861,14,3
"0294088",899,526,8,1054,20,4
"0294089",900,637,5,861,32,2
"0294090",901,427,3,480,16,1
"0294091",902,162,2,323,3,1
"0294092",903,409,0,369,10,0
"0294093",904,508,7,623,13,0
"0294094",905,381,3,487,12,1
"0294095",906,354,5,445,9,2
"0294096",907,320,4,554,8,1
"0294097",908,448,8,517,8,0
"0294098",909,308,5,385,9,1
"0294099",910,190,4,269,5,0
"0294100",911,205,0,245,3,0
"0294101",912,343,1,187,2,0
"0294102",913,82,1,171,4,0
"0294103",914,0,0,0,0,0
"0294104",915,452,4,580,9,1
"0294105",916,386,3,287,8,0
"0294106",917,38,2,77,2,1
"0294107",918,306,4,380,6,1
"0294108",919,643,7,847,16,0
"0294109",920,246,2,425,9,1
"0294110",921,109,0,508,8,1
"0294111",922,12,0,74,1,0
"0294112",923,235,0,254,7,0
"0294113",924,61,3,252,2,0
"0294114",925,7,0,17,1,0
"0294115",926,61,1,47,1,0
"0294116",927,15,0,14,1,0
"0294117",928,129,1,175,5,0
"0294118",929,29,1,12,1,0
"0294119",930,57,0,205,6,0
"0294120",931,31,1,33,2,0
"0294121",932,72,1,36,2,0
"0294122",933,13,0,28,2,0
"0294123",934,20,2,45,0,0
"0294124",935,165,4,482,9,0
"0294125",936,8,0,20,0,0
"0294126",937,523,4,442,10,0
"0294127",938,5,0,10,0,0
"0294128",939,29,0,54,1,0
"0294129",940,45,0,17,1,0
"0294130",941,161,2,212,8,0
"0294131",942,35,5,88,0,0
"0294132",943,394,5,649,14,0
"0294133",944,11,0,0,0,0
"0294134",945,0,0,3,0,0
"0294135",946,0,0,0,0,0
"0294136",947,627,5,586,19,0
"0294137",948,55,0,13,2,0
"0294138",949,0,0,0,0,0
"0294139",950,0,0,0,0,0
"0294140",951,0,0,0,0,0
"0294141",952,18,1,55,0,0
"0294142",953,29,3,139,0,0
"0294143",954,323,8,831,15,0
"0294144",955,173,2,110,5,0
"0294145",956,2,0,1,0,0
"0294146",957,5,0,6,0,0
"0294147",958,54,0,96,0,0
"0294148",959,36,1,34,0,0
"0294149",960,57,1,97,1,0
"0294150",961,274,3,578,3,1
"0294151",962,302,0,124,5,0
"0294152",963,295,5,467,12,2
"0294153",964,59,0,105,3,0
"0294154",965,137,5,151,4,0
"0294155",966,240,16,959,14,0
"0294156",967,153,2,354,6,0
"0294157",968,126,5,671,8,0
"0294158",969,69,1,118,0,1
"0294159",970,7,1,2,0,0
"0294160",971,206,3,480,9,0
"0294161",972,42,3,193,1,0
"0294162",973,468,7,538,7,2
"0294163",974,296,5,592,8,2
"0294164",975,707,5,478,11,2
"0294165",976,31,2,18,0,0
"0294166",977,34,0,89,0,0
"0294167",978,9,0,4,0,0
"0294168",979,286,4,552,12,2
"0294169",980,88,1,82,0,0
"0294170",981,66,0,97,1,0
"0294171",982,327,3,412,6,1
"0294172",983,263,3,339,6,1
"0294173",984,310,3,435,12,0
"0294174",985,233,4,289,5,1
"0294175",986,0,0,0,0,0
"0294176",987,264,2,269,8,0
"0294177",988,0,0,12,0,0
"0294178",989,0,0,2,0,0
"0294179",990,753,11,784,17,3
"0294180",991,0,0,0,0,0
"0294181",992,0,0,0,0,0
"0294182",993,0,0,0,0,0
"0294183",994,2,0,41,1,1
"0294184",995,1,0,6,0,0
"0294185",996,1,0,0,0,0
"0294186",997,8,1,47,4,0
"0294187",998,0,0,0,0,0
"0294188",999,0,0,0,0,0
"0294189",1000,120,2,236,4,0
"0294190",1001,0,0,0,0,0
"0294191",1002,0,0,0,0,0
"0294192",1003,0,0,0,0,0
"0294193",1004,11,0,8,0,1
"0294194",1005,126,0,159,2,0
"0294195",1006,0,0,0,0,0
"0294196",1007,0,0,0,0,0
"0294197",1008,0,0,0,0,0
"0294198",1009,190,9,477,12,0
"0294199",1010,207,4,324,4,0
"0294200",1011,489,8,1004,16,1
"0294201",1012,4,0,2,0,0
"0294202",1013,0,0,0,0,0
"0294203",1014,19,1,158,0,0
"0294204",1015,0,0,2,0,0
"0294205",1016,23,0,32,0,0
"0294206",1017,79,0,137,0,0
"0294207",1018,0,0,0,0,0
"0294208",1019,0,0,0,0,0
"0294209",1020,37,0,6,0,0
"0294210",1021,2,0,7,0,0
"0294211",1022,3,0,12,0,0
"0294212",1023,0,0,0,0,0
"0294213",1024,12,0,6,1,0
"0294214",1025,331,4,542,12,2
"0294215",1026,56,2,89,0,0
"0294216",1027,124,4,150,3,0
"0294217",1028,7,0,27,0,0
"0294218",1029,2,1,17,0,0
"0294219",1030,0,0,0,0,0
"0294220",1031,0,0,3,1,0
"0294221",1032,0,0,0,0,0
"0294222",1033,118,0,72,2,0
"0294223",1034,7,0,1,0,0
"0294224",1035,0,0,0,0,0
"0294225",1036,176,1,146,4,0
"0294226",1037,73,1,34,0,0
"0294227",1038,0,0,0,0,0
"0294228",1039,100,1,273,2,0
"0294229",1040,197,4,468,8,0
"0294230",1041,197,7,519,11,2
"0310102",1042,1350,2,347,16,2
"0310201",1043,1304,5,369,21,0
"0310302",1044,708,5,250,20,0
"0310303",1045,526,3,142,8,1
"0310401",1046,1254,5,414,24,1
"0330004",1047,62,0,1,1,0
"033001a",1048,44,0,3,0,0
"033001b",1049,36,0,1,0,0
"033002a",1050,71,0,2,1,0
"033002b",1051,35,0,0,0,0
"033003a",1052,40,0,2,0,0
"033003b",1053,18,0,0,0,0
"0350001",1054,421,1,38,2,0
"0350002",1055,410,4,82,4,0
"0350003",1056,555,1,82,10,0
"0350004",1057,296,1,38,2,0
"0350005",1058,827,1,194,8,2
"0350006",1059,665,5,111,4,1
"0350007",1060,424,0,50,8,0
"0350008",1061,1078,1,215,16,2
"0350009",1062,466,1,82,4,1
"0350010",1063,660,1,128,3,2
"0350011",1064,470,1,74,7,1
"0370007",1065,1169,8,554,22,2
"0370009",1066,811,7,363,14,1
"0370010",1067,925,2,166,4,1
"0370011",1068,498,0,48,1,1
"0370012",1069,1218,5,157,8,1
"0370013",1070,2,0,0,0,0
"0370014",1071,492,1,75,10,0
"0370015",1072,310,0,26,1,1
"0370016",1073,598,2,42,5,0
"0370017",1074,792,4,95,5,1
"0370018",1075,942,2,159,6,2
"0370019",1076,454,0,20,3,0
"037001a",1077,55,4,193,1,1
"037001b",1078,128,2,233,3,0
"0370020",1079,148,2,26,0,0
"0370021",1080,118,0,24,0,1
"0370022",1081,101,0,16,1,0
"0370024",1082,306,0,15,0,0
"0370025",1083,535,5,80,5,0
"0370027",1084,364,0,14,2,0
"0370028",1085,418,0,18,4,0
"0370029",1086,176,0,11,1,0
"037002a",1087,115,3,264,2,0
"037002b",1088,49,1,91,0,0
"037002c",1089,44,4,233,4,0
"037002d",1090,8,0,9,0,0
"0370030",1091,986,4,239,7,0
"037003a",1092,401,3,182,8,0
"037003b",1093,175,3,161,1,0
"037004a",1094,149,2,166,7,1
"037004b",1095,445,2,194,6,0
"037004c",1096,160,5,159,3,1
"037004d",1097,12,0,4,0,0
"037005a",1098,60,1,36,1,0
"037005b",1099,0,0,0,0,0
"037005c",1100,1883,4,480,19,2
"037006a",1101,831,4,296,8,1
"037006b",1102,913,4,255,9,1
"037008a",1103,118,3,197,4,1
"037008b",1104,1175,1,312,13,0
"037008c",1105,533,1,91,4,0
"037009a",1106,129,0,14,1,1
"037011a",1107,918,2,119,9,0
"037012a",1108,39,0,0,1,0
"037014a",1109,303,4,164,4,1
"037016a",1110,32,0,3,1,0
"037018a",1111,42,1,6,0,0
"037020a",1112,56,1,46,0,0
"037022a",1113,70,0,4,1,0
"0390001",1114,1205,7,509,23,3
"0390002",1115,1530,3,438,24,3
"0390003",1116,1474,12,517,27,1
"0390004",1117,1229,4,344,25,0
"0390005",1118,907,3,208,15,1
"0390006",1119,762,1,94,5,0
"0390007",1120,497,5,330,10,0
"0390008",1121,281,3,72,0,0
"0390009",1122,351,1,196,7,0
"0390010",1123,462,2,59,5,0
"0390011",1124,1055,5,737,27,3
"0390012",1125,1043,5,662,21,0
"0390013",1126,1337,8,958,24,2
"0390014",1127,1925,4,476,23,5
"0390015",1128,1218,4,149,16,2
"0390016",1129,572,5,197,13,2
"0390017",1130,459,5,397,9,0
"0390018",1131,1759,4,814,26,5
"0390019",1132,308,8,265,6,0
"0390020",1133,571,4,138,13,2
"0390021",1134,666,7,1513,19,3
"0390022",1135,1762,8,520,43,0
"0390023",1136,1274,10,492,33,2
"0390024",1137,599,1,142,6,1
"0390025",1138,629,3,149,8,2
"0390026",1139,1020,7,891,27,1
"0390027",1140,764,6,676,12,2
"0390028",1141,1182,11,872,16,0
"0390029",1142,700,9,1097,13,1
"0390030",1143,1396,2,317,20,3
"0390031",1144,519,1,98,8,0
"0390032",1145,1168,2,222,13,0
"0390033",1146,805,1,261,9,0
"0390034",1147,2114,7,573,18,2
"0390035",1148,778,4,157,12,0
"0390036",1149,384,2,165,3,0
"0390037",1150,1135,13,783,22,2
"0390038",1151,311,1,99,6,0
"0390039",1152,1013,9,430,13,0
"0390040",1153,899,8,240,13,0
"0390041",1154,457,6,696,11,1
"0390042",1155,210,1,96,1,0
"0390043",1156,1410,5,586,40,0
"0390044",1157,898,7,1359,32,2
"0390045",1158,1208,3,476,37,0
"0390046",1159,1536,5,861,33,3
"0390047",1160,790,5,533,18,2
"0390048",1161,910,2,386,10,1
"0390049",1162,962,2,166,15,0
"0390050",1163,296,1,969,8,0
"0390051",1164,1386,4,515,13,0
"0390052",1165,1080,5,491,22,1
"0390053",1166,292,3,1056,8,1
"0390054",1167,522,6,1028,15,1
"0390055",1168,1152,6,445,27,0
"0390056",1169,1532,9,698,32,0
"0390057",1170,478,3,135,3,0
"0390058",1171,646,7,1144,18,2
"0390059",1172,434,7,869,17,0
"0390060",1173,1224,9,1315,35,2
"0390061",1174,410,0,102,5,0
"0390062",1175,797,6,1159,17,2
"0390063",1176,451,5,1403,19,1
"0390064",1177,12,0,4,0,0
"0390065",1178,1101,3,880,26,0
"0390066",1179,650,10,1604,20,2
"0390067",1180,276,4,817,12,2
"0390068",1181,338,0,1022,6,1
"0390069",1182,390,8,850,6,1
"0390070",1183,661,9,1382,16,1
"0390071",1184,186,7,377,1,1
"0390072",1185,376,4,759,10,0
"0390073",1186,290,4,542,12,1
"0390074",1187,108,0,46,1,0
"0390075",1188,1064,4,351,16,1
"0390076",1189,637,1,164,11,0
"0390077",1190,1145,5,473,22,0
"0390078",1191,560,5,348,8,3
"0410001",1192,1103,1,263,11,1
"0410002",1193,923,4,326,21,4
"0410003",1194,318,2,148,7,1
"0410004",1195,76,2,362,2,0
"0410005",1196,903,1,171,8,1
"0410006",1197,554,0,91,6,0
"0410007",1198,591,0,119,8,0
"0410008",1199,287,6,342,12,0
"0410009",1200,322,4,278,5,0
"0410010",1201,1268,10,725,51,0
"0410011",1202,267,3,461,8,1
"0410012",1203,1344,8,807,35,7
"0410013",1204,640,2,410,23,1
"0410014",1205,283,6,565,20,1
"0410015",1206,846,3,407,17,1
"0410016",1207,107,2,243,1,0
"0410017",1208,523,6,626,20,0
"0410018",1209,36,1,142,4,0
"0410019",1210,63,2,69,2,0
"0410020",1211,324,1,796,11,2
"0410021",1212,121,1,401,3,0
"0410022",1213,43,1,59,2,0
"0410023",1214,40,0,9,2,0
"0410024",1215,464,4,485,10,1
"0410025",1216,39,2,250,1,0
"0410026",1217,1538,8,651,27,2
"0410027",1218,1382,4,292,17,2
"0410028",1219,316,0,79,5,0
"0410029",1220,317,1,149,4,0
"0410030",1221,424,2,450,10,2
"0410031",1222,690,7,669,28,1
"0410032",1223,184,1,143,9,0
"0410033",1224,143,1,319,4,0
"0410034",1225,246,7,450,11,2
"0410035",1226,625,2,934,19,0
"0410036",1227,1075,10,895,29,1
"0410037",1228,91,0,11,2,0
"0410038",1229,83,0,91,2,0
"0410039",1230,494,5,340,15,2
"0410040",1231,1663,8,850,47,3
"0410041",1232,726,1,281,14,0
"0410042",1233,0,0,0,0,0
"0410043",1234,61,0,58,6,0
"0410044",1235,61,0,14,0,0
"0410045",1236,52,1,16,1,0
"0410046",1237,87,0,66,4,0
"0410047",1238,99,1,68,0,0
"0410048",1239,101,0,22,0,0
"0410049",1240,5,0,80,0,0
"0410050",1241,2,0,0,0,0
"0410051",1242,1,0,0,0,0
"0410052",1243,6,0,0,2,0
"0410053",1244,32,1,42,3,0
"0410054",1245,337,0,69,6,0
"0410055",1246,455,7,665,21,1
"0410056",1247,29,0,9,0,0
"0410057",1248,22,1,40,1,0
"0410058",1249,229,0,157,4,0
"0410059",1250,12,0,2,0,0
"0410060",1251,67,0,5,0,0
"0410061",1252,29,0,10,2,0
"0410062",1253,186,2,210,4,0
"0410063",1254,1060,3,414,18,3
"0410064",1255,1783,4,693,31,2
"0410065",1256,102,0,28,3,0
"0410066",1257,289,2,200,9,0
"0410067",1258,102,0,35,1,1
"0410068",1259,0,0,0,0,0
"0410069",1260,1532,2,740,33,4
"0410070",1261,454,1,337,27,0
"0410071",1262,62,0,14,1,0
"0410072",1263,22,1,30,1,0
"0410073",1264,1433,3,450,24,0
"0410074",1265,122,1,364,3,2
"0410075",1266,363,0,546,14,1
"0410076",1267,900,7,690,19,1
"0410077",1268,113,0,58,3,0
"0410078",1269,112,0,14,1,0
"0410079",1270,17,0,15,1,0
"0410080",1271,1440,10,713,48,3
"0410081",1272,30,0,13,0,0
"0410082",1273,171,0,49,4,0
"0410083",1274,8,0,2,0,0
"0410084",1275,2,0,0,0,0
"0410085",1276,2,0,0,0,0
"0410087",1277,0,0,0,0,0
"0410088",1278,943,3,496,23,2
"0410089a",1279,4,0,2,0,0
"0410089b",1280,0,0,0,0,0
"0410090",1281,10,0,7,1,0
"0410091a",1282,1,0,0,0,0
"0410091b",1283,0,0,0,0,0
"0410092",1284,0,0,0,0,0
"0410093",1285,0,0,0,0,0
"0410094",1286,0,0,0,0,0
"0410095",1287,0,0,0,0,0
"0410096",1288,0,0,0,0,0
"0410097",1289,2,0,2,0,0
"0410098",1290,2,0,0,0,0
"0410099",1291,0,0,0,0,0
"0410100",1292,621,1,300,14,2
"0410101",1293,12,0,3,1,0
"0410102",1294,10,0,3,0,0
"0410103",1295,393,0,65,6,0
"0410105",1296,27,0,15,0,0
"0410106",1297,32,0,62,6,0
"0410107",1298,237,1,51,2,0
"0410108",1299,0,0,0,0,0
"0410109",1300,0,0,0,0,0
"0430001",1301,679,6,349,15,0
"0430002",1302,336,2,357,11,0
"0430003",1303,108,1,109,4,0
"0430004",1304,478,5,379,7,0
"0430005",1305,34,1,42,1,0
"0430006",1306,234,1,200,11,0
"0430007",1307,24,0,59,0,0
"0430008",1308,121,2,183,4,0
"0450001",1309,72,0,6,1,0
"0450002",1310,119,1,11,1,0
"0450003",1311,146,0,14,0,0
"0450004",1312,165,1,18,0,0
"0450006",1313,37,0,0,0,0
"0470001",1314,154,3,308,2,0
"0470002",1315,249,2,309,5,0
"0470003",1316,113,4,228,0,0
"0470004",1317,206,1,310,2,0
"047003s",1318,63,0,49,0,0
"0490101",1319,1080,3,155,9,0
"0490105",1320,832,2,136,6,0
"0490109",1321,175,0,10,0,0
"0490113",1322,859,4,133,2,0
"0490202",1323,429,2,78,3,0
"0490204",1324,480,1,112,6,0
"0490212",1325,492,0,36,3,0
"0490214",1326,468,0,35,3,0
"0490215",1327,185,1,8,3,0
"0490303",1328,370,2,70,8,0
"0490306",1329,934,0,73,6,0
"0490307",1330,410,0,39,3,0
"0490308",1331,351,0,14,4,0
"0490316",1332,150,0,10,0,0
"0490318",1333,880,4,99,11,0
"0490410",1334,1273,4,98,8,0
"0490411",1335,386,1,95,6,0
"0490417",1336,1099,7,107,12,0
"0510113",1337,369,0,31,2,0
"0510114",1338,746,1,170,13,0
"0510203",1339,198,1,41,1,0
"0510204",1340,298,1,49,1,0
"0510207",1341,201,1,62,0,0
"0510211",1342,554,0,102,4,0
"0510215",1343,201,0,35,0,0
"0510301",1344,665,3,132,3,0
"0510305",1345,296,0,45,6,0
"0510308",1346,221,0,48,0,0
"0510309",1347,463,0,78,4,0
"0510406",1348,363,0,157,8,1
"0510410",1349,931,3,192,11,0
"0530001",1350,791,2,150,10,0
"0530002",1351,1475,3,388,22,0
"0530003",1352,492,1,170,5,0
"0530004",1353,1343,3,435,18,2
"0530005",1354,580,3,182,6,0
"0530006",1355,308,2,86,6,0
"0530007",1356,367,1,80,3,0
"0530008",1357,694,0,131,9,0
"0530009",1358,1504,2,322,23,1
"0530010",1359,876,1,199,15,0
"0530011",1360,338,0,55,4,0
"0530012",1361,938,2,233,17,0
"0530013",1362,571,1,151,12,0
"0530014",1363,314,1,59,4,0
"0530015",1364,469,1,100,10,0
"0530016",1365,329,0,68,0,0
"0530017",1366,1170,2,191,12,0
"0530018",1367,548,2,200,6,1
"0530019",1368,1886,11,583,29,2
"0530020",1369,1512,5,554,9,0
"0550100",1370,119,2,202,5,0
"0550101",1371,171,3,204,3,0
"0550102",1372,278,3,125,5,0
"0550103",1373,704,9,760,18,0
"0550104",1374,251,2,99,3,0
"0550108",1375,170,5,186,4,0
"0550111",1376,277,6,287,9,3
"0550201",1377,275,3,174,4,0
"0550202",1378,422,2,153,8,2
"0550203",1379,523,1,129,12,0
"0550204",1380,592,2,180,12,1
"0550205",1381,185,1,30,3,0
"0550206",1382,311,0,146,4,0
"0550300",1383,80,3,86,1,0
"0550301",1384,305,7,310,12,1
"0550302",1385,249,5,211,3,0
"0550303",1386,228,2,131,2,0
"0550305",1387,180,1,103,7,0
"0550306",1388,142,5,161,2,0
"0550400",1389,183,0,189,2,0
"0550401",1390,96,4,245,6,0
"0550402",1391,162,3,322,4,0
"0550404",1392,224,6,247,7,0
"0550405",1393,224,2,110,4,0
"0570001",1394,172,3,205,6,0
"0570002",1395,217,0,112,0,0
"0570003",1396,252,0,62,4,0
"0570004",1397,209,3,167,4,0
"0570005",1398,721,4,180,8,1
"0570006",1399,91,2,47,1,0
"0570007",1400,672,3,219,9,0
"0570008",1401,307,0,43,4,0
"0570009",1402,332,0,89,7,0
"0570010",1403,681,2,99,6,0
"0570011",1404,574,2,69,4,0
"0590001",1405,523,1,51,4,0
"0590002",1406,970,3,99,6,0
"0590003",1407,1033,8,110,9,0
"0590004",1408,833,1,52,4,0
"0590005",1409,73,0,5,0,0
"0590006",1410,473,1,40,3,0
"0590007",1411,283,0,27,2,0
"0590008",1412,582,1,60,9,0
"0610001",1413,234,7,358,4,0
"0610002",1414,180,0,101,1,0
"0610003",1415,831,12,878,13,0
"0610004",1416,724,7,563,14,0
"0610005",1417,484,7,529,11,2
"0610006",1418,63,7,172,4,0
"0610007",1419,387,6,443,8,1
"0610008",1420,41,2,97,2,0
"0610009",1421,173,9,451,4,0
"0610010",1422,153,7,383,9,0
"0610011",1423,185,5,338,2,2
"0610012",1424,390,9,518,12,0
"0610013",1425,55,2,131,1,0
"0610014",1426,290,13,496,3,1
"0610015",1427,284,7,482,13,1
"0610016",1428,205,0,109,2,0
"0610017",1429,468,8,668,7,0
"0610018",1430,286,2,401,3,0
"0610019",1431,216,4,334,3,0
"0610020",1432,288,0,235,2,0
"0610021",1433,97,1,197,1,0
"0610022",1434,288,1,477,4,1
"0610023",1435,59,0,23,0,0
"0610024",1436,191,4,309,2,0
"0610025",1437,113,1,147,4,2
"0610026",1438,424,7,421,3,0
"0610027",1439,347,10,540,4,0
"0610028",1440,380,4,424,4,0
"0610029",1441,646,7,385,10,1
"0610030",1442,285,1,196,4,0
"0610031",1443,49,2,70,1,0
"0610032",1444,490,4,514,8,0
"0610033",1445,86,3,122,1,0
"0610034",1446,493,1,281,1,0
"0610035",1447,297,0,251,5,0
"0610036",1448,483,2,520,4,0
"0610037",1449,153,10,338,7,0
"0610038",1450,173,3,196,4,0
"0610039",1451,135,1,204,2,0
"0610040",1452,374,6,450,1,0
"0610041",1453,441,6,829,5,1
"0610042",1454,110,2,211,2,0
"0610043",1455,161,1,194,4,0
"0610044",1456,838,6,640,12,2
"0610045",1457,156,4,343,8,0
"0610046",1458,498,12,790,9,0
"0610047",1459,197,4,358,9,2
"0610048",1460,558,8,788,19,1
"0610049",1461,384,6,385,3,0
"0610050",1462,453,6,493,3,1
"0610051",1463,146,0,203,1,0
"0610052",1464,822,5,479,11,0
"0610053",1465,274,18,540,7,0
"0610054",1466,683,14,1082,10,0
"0610055",1467,576,14,663,1,1
"0610056",1468,460,1,451,7,0
"0610057",1469,33,0,76,0,0
"0610058",1470,572,2,486,2,1
"0610059",1471,203,0,85,1,0
"0610060",1472,155,1,195,1,0
"0610061",1473,325,10,510,6,0
"0610062",1474,383,12,714,7,3
"0610063",1475,204,2,452,1,1
"0610064",1476,100,2,91,1,0
"0610065",1477,361,8,400,5,0
"0610066",1478,625,11,455,8,0
"0610067",1479,1141,9,763,20,3
"0610068",1480,209,10,430,4,0
"0610069",1481,312,4,675,8,2
"0610070",1482,84,8,201,3,0
"0610071",1483,282,10,570,14,0
"0610072",1484,549,8,835,15,2
"0610073",1485,579,9,954,14,1
"0610074",1486,508,16,809,19,1
"0610075",1487,278,12,575,8,2
"0610076",1488,401,4,737,14,0
"0610077",1489,236,6,439,9,1
"0610078",1490,595,6,613,9,0
"0610079",1491,666,8,617,9,0
"0610080",1492,1219,4,701,8,1
"0610081",1493,461,4,291,4,2
"0610082",1494,193,10,345,4,0
"0610083",1495,353,8,405,5,0
"0610084",1496,462,1,434,5,0
"0610085",1497,735,6,520,11,0
"0610086",1498,177,3,289,5,2
"0610087",1499,518,7,428,2,0
"0610088",1500,416,10,590,7,0
"0610089",1501,157,4,230,3,0
"0610090",1502,65,0,83,2,0
"0610091",1503,163,7,234,4,0
"0610092",1504,23,0,40,0,0
"0610093",1505,55,2,81,0,0
"0610094",1506,185,3,229,4,1
"0610095",1507,57,1,104,0,0
"0610096",1508,517,5,562,5,1
"0610097",1509,64,0,154,4,0
"0610098",1510,602,20,1011,11,1
"0610099",1511,63,2,72,1,0
"0610100",1512,611,7,779,8,1
"0610101",1513,136,2,202,2,0
"0631001",1514,763,1,211,5,1
"0632002",1515,1020,1,161,10,1
"0633003",1516,501,2,270,5,0
"0634004",1517,798,6,221,6,0
"0650101",1518,262,2,21,1,0
"0650102",1519,50,0,1,0,0
"0650103",1520,192,0,23,2,0
"0650201",1521,610,1,35,7,0
"0650301",1522,350,0,43,9,0
"0650302",1523,188,0,17,6,0
"0650401",1524,380,0,37,3,0
"0650402",1525,145,0,6,3,0
"0670001",1526,1347,5,241,8,1
"0670002",1527,180,0,37,1,0
"0670004",1528,357,1,69,6,1
"0670005",1529,380,1,75,2,1
"0670006",1530,267,1,26,0,0
"0670007",1531,815,1,120,7,0
"0670009",1532,428,1,108,9,0
"0670011",1533,248,1,76,2,0
"0670012",1534,327,0,93,5,1
"0670014",1535,1103,2,121,8,0
"0670015",1536,201,0,21,1,0
"0670016",1537,211,2,19,1,0
"0670017",1538,1331,1,168,9,0
"0670018",1539,264,1,11,1,0
"0670019",1540,240,0,23,0,0
"0670021",1541,158,0,13,3,0
"067013t",1542,446,1,228,6,1
"067020e",1543,112,0,11,2,0
"0690101",1544,103,1,58,3,0
"0690105",1545,29,0,8,2,0
"0690201",1546,171,4,49,2,0
"0690206",1547,69,1,10,0,0
"0690301",1548,315,4,71,7,0
"0690307",1549,76,0,2,2,0
"0690401",1550,66,1,27,1,0
"0690408",1551,397,0,14,0,0
"0710001",1552,281,0,37,1,0
"0710002",1553,248,1,74,6,0
"0710003",1554,164,0,61,1,0
"0710004",1555,1983,4,273,23,0
"0710005",1556,1267,3,167,20,1
"0710006",1557,665,1,155,13,0
"0710007",1558,933,3,148,18,0
"0710008",1559,1973,4,351,31,0
"0710009",1560,165,2,16,1,1
"0710010",1561,693,1,59,0,0
"0710011",1562,839,4,260,12,0
"0710012",1563,505,4,166,7,0
"0710013",1564,0,0,0,0,0
"0710014",1565,381,0,71,5,0
"0710015",1566,687,0,382,11,0
"0710016",1567,949,0,123,15,0
"0710017",1568,249,0,59,5,0
"0710018",1569,966,1,147,14,0
"0730012",1570,544,0,109,6,0
"0730013",1571,547,1,40,2,0
