FIPSCode,FIPS_2Digit,State,JurisdictionName,D1a,D1Comments,D2a,D2b,D2c,D2d_Other,D2d,D2e,D2f,D2g_Other,D2g,D2Comments,D3a,D3Comments,D4a,D4b,D4c,D4d,D4e,D4f,D4Comments,D5,D5Comments,string_field_27,int64_field_28,int64_field_29,string_field_30
35850,35,WI,VILLAGE OF HORTONVILLE - OUTAGAMIE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",19, ,0,0,2,3,9,1,1,, 
35925,35,WI,TOWN OF HOW - OCONTO COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,0,2,1,1,, 
36025,36,WI,VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",17, ,0,0,0,1,13,1,1,, 
36100,36,WI,TOWN OF HUBBARD - DODGE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",2,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",14, ,0,0,0,6,6,1,1,, 
36125,36,WI,TOWN OF HUBBARD - RUSK COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,1,2,1,1,, 
36250,36,WI,CITY OF HUDSON - ST. CROIX COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",6,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",3,3,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",57, ,0,0,0,15,10,1,1,, 
36275,36,WI,TOWN OF HUDSON - ST. CROIX COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",24, ,0,0,0,6,15,1,1,, 
36325,36,WI,TOWN OF HULL - MARATHON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,2,2,1,1,, 
36350,36,WI,TOWN OF HULL - PORTAGE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",3,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",33, ,0,0,0,12,12,1,1,, 
36450,36,WI,TOWN OF HUNTER - SAWYER COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,1,1,1,1,, 
36525,36,WI,CITY OF HURLEY - IRON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",4,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",12, ,0,0,0,4,4,1,1,, 
36625,36,WI,VILLAGE OF HUSTISFORD - DODGE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,1,3,1,1,, 
36650,36,WI,TOWN OF HUSTISFORD - DODGE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-888888: Not Applicable,-999999: Data Not Available,-999999: Data Not Available,-888888: Not Applicable,-888888: Not Applicable, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",8, ,0,0,0,4,2,1,1,, 
36675,36,WI,VILLAGE OF HUSTLER - JUNEAU COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,0,0,1,1,, 
36700,36,WI,TOWN OF HUTCHINS - SHAWANO COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,1,0,0,1,1,1,1,, 
36800,36,WI,CITY OF INDEPENDENCE - TREMPEALEAU COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,0,2,1,1,, 
36925,36,WI,VILLAGE OF INGRAM - RUSK COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,1,2,1,1,, 
37025,37,WI,VILLAGE OF IOLA - WAUPACA COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",6, ,0,0,0,3,3,1,1,, 
37050,37,WI,TOWN OF IOLA - WAUPACA COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",9, ,0,0,0,3,0,1,1,, 
37150,37,WI,VILLAGE OF IRON RIDGE - DODGE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,0,2,1,1,, 
37225,37,WI,VILLAGE OF IRONTON - SAUK COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,3,0,0,1,1,, 
37250,37,WI,TOWN OF IRONTON - SAUK COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,2,1,1,1,, 
37275,37,WI,TOWN OF IRVING - JACKSON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,1,2,2,1,1,, 
37350,37,WI,TOWN OF ISABELLE - PIERCE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,1,2,1,1,, 
37500,37,WI,TOWN OF ITHACA - RICHLAND COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,0,0,1,1,, 
37600,37,WI,TOWN OF IXONIA - JEFFERSON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",23, ,0,1,1,4,13,1,1,, 
37675,37,WI,VILLAGE OF JACKSON - WASHINGTON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",2,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",30, ,2,4,8,8,5,1,1,, 
37700,37,WI,TOWN OF JACKSON - WASHINGTON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",17, ,0,0,0,1,5,1,1,, 
37750,37,WI,TOWN OF JACKSONPORT - DOOR COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",5, ,0,0,0,1,2,1,1,, 
37800,37,WI,TOWN OF JAMESTOWN - GRANT COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",10, ,0,0,0,2,3,1,1,, 
37825,37,WI,CITY OF JANESVILLE - ROCK COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",33,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",10,10,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",718, ,143,3,9,47,266,1,1,, 
37850,37,WI,TOWN OF JANESVILLE - ROCK COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",2,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",44, ,0,0,0,16,18,1,1,, 
37875,37,WI,TOWN OF JEFFERSON - GREEN COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",4, ,0,0,0,0,0,1,1,, 
37900,37,WI,CITY OF JEFFERSON - JEFFERSON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",2,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",52, ,0,0,1,4,17,1,1,, 
37925,37,WI,TOWN OF JEFFERSON - JEFFERSON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",9, ,0,0,0,3,4,1,1,, 
37950,37,WI,TOWN OF JEFFERSON - MONROE COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",3, ,0,0,0,2,0,1,1,, 
37975,37,WI,TOWN OF JEFFERSON - VERNON COUNTY,-999999: Data Not Available,"Rejection reasons used in WI did not necessarily clearly map to the rejection reasons provided on the EAVS.  In cases where our rejection reason did not clearly map, we marked the EAVS option as N/A and provided the WI reason as an Other count",1,"In WI, precincts are referred to as wards"".  In municipalities smaller than 35",000 population," election officials are allowed to combine multiple wards into a single reporting unit for a given election to simplify reporting results.  The preci""",1,1,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available,-999999: Data Not Available, ,-999999: Data Not Available,"Election Day Voting Comments:  Municipalities in WI may share polling places across municipal boundaries.  If more than one municipality is using the same polling place, that polling place will be counted in the municipality that owns that poll",7, ,0,0,0,0,3,1,1,, 
